TOT_OA_CD,ADM_CD,Admin,Abs_mean,dRL_mean,dNB_mean,SAVI,DEM,Elderly_Ratio,Old_housing_Ratio,cx,cy,Z_Abs,Z_Elderly,Z_dNB,Z_Old,Z_dRL,Track1_Score,Track2_Score
24040660020203,24040660.0,24040660,37.6387,-1.8085,0.00508,0.25268,57.033,25.6,0.6,946942.42,1687449.8,-0.90559,0.13725,0.29241,-0.30406,-1.48923,-0.76834,-1.50088
24040820020105,24040820.0,신용동,37.9708,1.21655,0.01706,0.26321,22.5,5.2,0.0,942142.42,1691149.8,-0.7856,-1.05849,0.95919,-0.65049,0.23828,-1.84409,0.54698
24040600010404,24040600.0,24040600,37.6961,1.94074,0.01835,0.21581,55.983,65.8,0.4,943142.42,1687899.8,-0.88485,2.49356,1.03098,-0.41954,0.65185,1.60871,1.26329
24040800020401,24040800.0,양산동,41.0833,-0.84802,-0.0013,0.19367,38.015,47.7,0.3,942742.42,1690049.8,0.33891,1.43264,-0.06268,-0.47728,-0.94073,1.77155,-1.48069
24040720010004,24040720.0,24040720,40.7548,0.76055,0.00624,0.16542,57.722,32.5,1.3,946722.42,1687969.8,0.22023,0.54169,0.35697,0.1001,-0.02212,0.76192,0.43495
24040670010002,24040670.0,24040670,43.0451,1.14391,0.00253,0.12921,48.952,28.6,3.0,947767.42,1686549.8,1.04769,0.31309,0.15049,1.08164,0.1968,1.36078,1.42893
24040590030001,24040590.0,24040590,42.8149,3.78467,0.00873,0.17565,35.614,22.8,2.0,944502.42,1686409.8,0.96452,-0.02687,0.49556,0.50426,1.70486,0.93765,2.70468
24040810050904,24040810.0,건국동,36.7632,-0.5772,0.02226,0.2464,44.404,4.0,0.0,942992.42,1691749.8,-1.2219,-1.12883,1.24861,-0.65049,-0.78607,-2.35073,-0.18795
24040730010802,24040730.0,오치2동,42.7627,3.32238,0.01096,0.16809,44.475,101.7,0.3,945442.42,1687949.8,0.94566,4.59784,0.61968,-0.47728,1.44086,5.5435,1.58326
24040640020101,24040640.0,문흥동,41.5296,1.80829,0.00421,0.2112,77.131,43.5,0.0,948892.42,1687249.8,0.50015,1.18645,0.24399,-0.65049,0.57621,1.6866,0.16971
24040620010502,24040620.0,24040620,39.6611,-1.10024,0.01457,0.18066,50.939,58.9,0.4,947092.42,1687249.8,-0.17491,2.08912,0.8206,-0.41954,-1.08477,1.91421,-0.68371
24040710010101,24040710.0,24040710,41.6089,3.10124,0.01985,0.16886,52.383,40.4,0.7,944842.42,1688249.8,0.52881,1.00475,1.11447,-0.24633,1.31457,1.53356,2.18271
24040610010002,24040610.0,24040610,33.4423,-1.466,-0.0096,0.4943,63.185,6.400000000000002,3.799999999999998,942596.27,1688342.11,-2.4217,-0.98816,-0.52464,1.54354,-1.29364,-3.40986,-0.27474
24040680020002,24040680.0,두암2동,42.2935,2.96215,-0.00272,0.13147,76.025,28.3,1.6000000000000003,948575.75,1686849.8,0.77614,0.29551,-0.14172,0.27331,1.23514,1.07165,1.36673
24040600020002,24040600.0,24040600,38.2387,-1.76714,0.00252,0.29625,64.981,24.300000000000008,3.100000000000001,942587.87,1687695.25,-0.68881,0.06105,0.14993,1.13938,-1.46561,-0.62776,-0.1763
24040570040021,24040570.0,임동,42.3939,1.94733,0.00563,0.1762,33.866,14.7,2.5,945092.42,1686799.8,0.81242,-0.50165,0.32302,0.79295,0.65561,0.31077,1.77158
24040660020305,24040660.0,24040660,38.8806,-2.24315,0.0118,0.205,52.233,28.7,0.4,947042.42,1687349.8,-0.4569,0.31895,0.66643,-0.41954,-1.73745,-0.13795,-1.49056
24040640020201,24040640.0,문흥동,37.9206,2.24199,0.01686,0.33982,85.012,8.5,0.0,949042.42,1687399.8,-0.80374,-0.86506,0.94806,-0.65049,0.82388,-1.6688,1.12145
24040820020101,24040820.0,신용동,39.4682,2.09539,0.01428,0.24961,23.36,5.5,0.0,942242.42,1691149.8,-0.24461,-1.04091,0.80446,-0.65049,0.74016,-1.28552,0.89413
24040820050106,24040820.0,신용동,36.942,1.8963,0.02614,0.24435,36.983,1.4,0.0,942392.42,1691449.8,-1.1573,-1.28123,1.46456,-0.65049,0.62647,-2.43853,1.44054
24040680010007,24040680.0,두암2동,43.4504,2.5378,0.00569,0.15467,58.845,33.0,2.5,948242.42,1686599.8,1.19412,0.571,0.32636,0.79295,0.99281,1.76512,2.11212
24040620010011,24040620.0,24040620,42.6086,-0.52716,-0.00848,0.10938,43.177,65.5,1.7,947192.42,1686599.8,0.88999,2.47598,-0.4623,0.33105,-0.7575,3.36597,-0.88875
24040670010005,24040670.0,24040670,42.1256,-0.61729,-0.00359,0.18938,62.758,28.5,1.8,948142.42,1685833.13,0.71548,0.30723,-0.19014,0.38879,-0.80897,1.02271,-0.61032
24040680010004,24040680.0,두암2동,43.6827,3.3366,0.00966,0.14076,66.017,25.8,1.3,948309.09,1686816.47,1.27805,0.14897,0.54732,0.1001,1.44898,1.42702,2.0964
24040630010006,24040630.0,24040630,43.0049,-1.499,-0.00307,0.15724,68.51,23.6,2.1,948242.42,1685529.8,1.03317,0.02002,-0.1612,0.562,-1.31249,1.05319,-0.91169
24040550030005,24040550.0,24040550,43.4366,-0.22827,0.00452,0.13287,34.758,29.100000000000005,1.3999999999999997,945242.42,1685649.8,1.18913,0.3424,0.26124,0.15784,-0.58681,1.53153,-0.16773
24040700020004,24040700.0,삼각동,40.9129,1.94085,0.00995,0.23939,53.041,6.0,1.6999999999999995,945285.28,1689635.51,0.27735,-1.0116,0.56346,0.33105,0.65191,-0.73425,1.54642
24040700040001,24040700.0,삼각동,41.6467,2.9063,0.01568,0.18415,48.306,20.5,0.9000000000000001,945570.99,1689449.8,0.54246,-0.16169,0.88238,-0.13085,1.20325,0.38077,1.95478
24040710010804,24040710.0,24040710,41.2678,1.66536,0.0125,0.21089,62.075,13.8,0.0,944542.42,1688649.8,0.40557,-0.55441,0.70539,-0.65049,0.49458,-0.14884,0.54948
24040810010003,24040810.0,건국동,40.468,-0.47453,0.00549,0.16611,47.878,9.5,0.0,943717.42,1691224.8,0.11661,-0.80645,0.31523,-0.65049,-0.72744,-0.68984,-1.0627
24040540040001,24040540.0,우산동,42.2089,-0.74346,-0.00516,0.18872,43.619,40.70000000000002,3.400000000000001,945920.99,1684446.23,0.74558,1.02233,-0.27752,1.31259,-0.88102,1.76791,0.15405
24040650010005,24040650.0,24040650,39.335,1.48177,-0.00953,0.28858,60.742,21.70000000000001,1.7999999999999987,948088.37,1688111.96,-0.29273,-0.09135,-0.52074,0.38879,0.38974,-0.38408,0.25779
24040550030002,24040550.0,24040550,44.4836,0.39659,0.01319,0.15701,34.823,31.6,1.7,944922.42,1685829.8,1.5674,0.48894,0.74379,0.33105,-0.22997,2.05634,0.84487
24040820050203,24040820.0,신용동,36.9132,1.30014,0.01007,0.27242,39.654,6.0,0.5,942492.42,1691149.8,-1.1677,-1.0116,0.57014,-0.3618,0.28602,-2.1793,0.49436
24040700020305,24040700.0,삼각동,40.6433,2.38942,0.01817,0.18479,53.025,15.8,0.5,945342.42,1689049.8,0.17994,-0.43718,1.02097,-0.3618,0.90807,-0.25724,1.56724
24040610010302,24040610.0,24040610,35.4882,-4.52843,0.03301,0.34034,49.379,18.0,0.4,942442.42,1688699.8,-1.68254,-0.30822,1.84692,-0.41954,-3.0425,-1.99076,-1.61512
24040700020001,24040700.0,삼각동,41.172,1.69106,0.01135,0.21465,55.988,15.2,1.3,945042.42,1689699.8,0.37096,-0.47235,0.64138,0.1001,0.50926,-0.10139,1.25074
24040720010009,24040720.0,24040720,41.7439,1.24786,0.0045,0.12615,47.115,25.5,1.0,946292.42,1687849.8,0.57758,0.13139,0.26013,-0.07311,0.25616,0.70897,0.44318
24040780010005,24040780.0,24040780,41.2162,1.1178,0.01149,0.13716,59.4,3.6,1.8,944809.09,1690383.13,0.38693,-1.15228,0.64918,0.38879,0.18189,-0.76535,1.21986
24040670010008,24040670.0,24040670,43.9703,0.12889,-0.00131,0.14882,57.443,54.3,2.5,948302.42,1686229.8,1.38195,1.81949,-0.06324,0.79295,-0.38285,3.20144,0.34686
24040560010001,24040560.0,신안동,38.9826,1.96308,0.00785,0.33047,44.821,15.900000000000004,1.5,944871.83,1686561.56,-0.42005,-0.43132,0.44658,0.21558,0.6646,-0.85137,1.32676
24040800030601,24040800.0,양산동,40.8381,0.57783,0.01162,0.21609,42.796,20.0,0.5,943192.42,1689249.8,0.25032,-0.19099,0.65641,-0.3618,-0.12647,0.05933,0.16814
24040810050201,24040810.0,건국동,39.1123,0.62815,0.00829,0.22523,37.312,4.4,0.0,943242.42,1691799.8,-0.37319,-1.10539,0.47107,-0.65049,-0.09773,-1.47858,-0.27715
24040640011302,24040640.0,문흥동,40.7585,1.11489,0.00315,0.16431,56.325,53.9,0.2,947792.42,1687499.8,0.22156,1.79605,0.18499,-0.53501,0.18023,2.01761,-0.16979
24040700040005,24040700.0,삼각동,40.8109,2.36146,0.0235,0.10856,49.016,17.7,0.8,945342.42,1688849.8,0.2405,-0.32581,1.31762,-0.18859,0.89211,-0.08531,2.02114
24040640010104,24040640.0,문흥동,41.94,2.45443,0.00813,0.20747,67.854,35.2,1.0,948542.42,1687499.8,0.64843,0.69995,0.46217,-0.07311,0.9452,1.34838,1.33426
24040640011301,24040640.0,문흥동,38.9835,0.62813,-0.00446,0.18966,56.07,49.4,0.6,947742.42,1687549.8,-0.41972,1.53228,-0.23856,-0.30406,-0.09775,1.11256,-0.64037
24040800020010,24040800.0,양산동,38.6559,-1.25115,-0.00587,0.3217,46.804,17.900000000000002,1.9,942992.42,1689558.13,-0.53808,-0.31409,-0.31704,0.44653,-1.17095,-0.85217,-1.04146
24040670010007,24040670.0,24040670,44.4579,2.04594,0.0014,0.13526,51.847,31.100000000000005,1.3,948042.42,1686116.47,1.55812,0.45963,0.08759,0.1001,0.71192,2.01775,0.89961
24040670010009,24040670.0,24040670,44.8451,2.57955,0.00462,0.15828,55.21,27.3,2.0,948142.42,1686374.8,1.69801,0.23689,0.26681,0.50426,1.01665,1.9349,1.78772
24040700040202,24040700.0,삼각동,41.6806,2.85943,0.00982,0.19055,48.85,25.9,0.6,945642.42,1688949.8,0.55471,0.15483,0.55623,-0.30406,1.17648,0.70954,1.42865
24040700030002,24040700.0,삼각동,40.3664,1.65554,0.00822,0.20879,49.635,14.7,1.1,945485.28,1689678.37,0.0799,-0.50165,0.46718,-0.01537,0.48898,-0.42175,0.94079
24040810020002,24040810.0,건국동,35.5482,-3.55723,0.00071,0.36898,30.973,0.0,0.7999999999999992,939997.26,1692644.96,-1.66086,-1.36329,0.04919,-0.18859,-2.48788,-3.02415,-2.62728
24040540030001,24040540.0,우산동,42.962,-0.88084,-0.00139,0.1387,45.248,26.0,1.1,946202.42,1684649.8,1.01767,0.16069,-0.06769,-0.01537,-0.95947,1.17836,-1.04253
24040570020003,24040570.0,임동,44.5342,3.40856,0.00999,0.18599,37.915,19.7,2.0,944809.09,1687566.47,1.58569,-0.20858,0.56569,0.50426,1.49007,1.37711,2.56002
24040800020601,24040800.0,양산동,40.8477,0.44521,0.01288,0.23339,44.254,22.0,0.5,942942.42,1690649.8,0.25379,-0.07376,0.72654,-0.3618,-0.20221,0.18003,0.16253
24040660020302,24040660.0,24040660,39.3908,-0.79724,0.01626,0.23247,53.808,22.9,0.7,946792.42,1687349.8,-0.27257,-0.02101,0.91466,-0.24633,-0.91173,-0.29358,-0.2434
24040650011001,24040650.0,24040650,38.6111,-0.02307,0.02706,0.2268,60.231,29.4,0.3,947742.42,1687799.8,-0.55427,0.35998,1.51576,-0.47728,-0.46963,-0.19429,0.56885
24040710011901,24040710.0,24040710,41.2518,2.45938,0.01047,0.22997,57.026,19.5,0.3,944792.42,1688149.8,0.39979,-0.2203,0.59241,-0.47728,0.94803,0.17949,1.06316
24040831010005,24040831.0,중흥동,41.0014,0.76766,0.00195,0.12661,37.507,24.6,2.8,946442.42,1686449.8,0.30932,0.07863,0.1182,0.96617,-0.01806,0.38795,1.06631
24040670010001,24040670.0,24040670,42.6986,1.99635,0.00373,0.23552,54.541,14.699999999999998,3.2999999999999994,947656.71,1686185.51,0.9225,-0.50165,0.21727,1.25485,0.6836,0.42085,2.15572
24040570040020,24040570.0,임동,41.7701,2.31227,0.00116,0.19525,49.612,6.3,3.3,945542.42,1687099.8,0.58705,-0.99402,0.07424,1.25485,0.86402,-0.40697,2.19311
24040680010010,24040680.0,두암2동,42.3832,1.5404,0.01275,0.13278,57.711,33.7,2.0,948042.42,1686949.8,0.80855,0.61203,0.7193,0.50426,0.42322,1.42058,1.64678
24040720010003,24040720.0,24040720,35.7245,2.37988,-0.00686,0.4616,94.891,34.099999999999945,1.599999999999997,946615.89,1689120.21,-1.59717,0.63547,-0.37214,0.27331,0.90263,-0.9617,0.8038
24040570030001,24040570.0,임동,39.3839,0.98542,0.00526,0.24888,54.942,23.8,1.4,946642.42,1687599.8,-0.27506,0.03174,0.30243,0.15784,0.10629,-0.24332,0.56656
24040620010007,24040620.0,24040620,39.1988,-0.80871,0.00693,0.28282,53.04,32.10000000000001,1.0,947334.09,1686999.8,-0.34194,0.51824,0.39538,-0.07311,-0.91828,0.1763,-0.59601
24040780010009,24040780.0,24040780,39.9399,-1.02357,0.00489,0.23318,64.468,8.6,2.9,944642.42,1690599.8,-0.07419,-0.8592,0.28184,1.0239,-1.04098,-0.93339,0.26476
24040610010202,24040610.0,24040610,36.4301,-2.60225,0.01478,0.24403,42.825,16.0,0.5,942242.42,1688349.8,-1.34224,-0.42545,0.83229,-0.3618,-1.94252,-1.76769,-1.47203
24040550030001,24040550.0,24040550,42.1209,0.07288,0.00467,0.2132,33.222,24.79999999999997,1.9000000000000024,944497.35,1685686.42,0.71379,0.09036,0.26959,0.44653,-0.41483,0.80415,0.30129
24040700020002,24040700.0,삼각동,36.6302,1.36707,0.02284,0.41192,73.049,10.699999999999994,0.0,944982.42,1689383.13,-1.26995,-0.73611,1.28089,-0.65049,0.32424,-2.00606,0.95464
24040560020003,24040560.0,신안동,43.4041,2.10468,0.0014,0.16116,32.502,31.3,2.6,944959.09,1686266.47,1.17739,0.47135,0.08759,0.85069,0.74547,1.64874,1.68375
24040810050902,24040810.0,건국동,38.2771,-0.34885,0.00825,0.21999,42.638,2.1,0.0,943142.42,1691699.8,-0.67494,-1.2402,0.46885,-0.65049,-0.65567,-1.91514,-0.83731
24040640011201,24040640.0,문흥동,40.6476,-1.35574,0.00231,0.13329,62.35,58.6,0.6,947742.42,1687349.8,0.1815,2.07154,0.13824,-0.30406,-1.23067,2.25304,-1.39649
24040650010002,24040650.0,24040650,42.1069,0.62873,-0.00364,0.13898,63.676,18.1,1.4,947342.42,1688092.66,0.70873,-0.30236,-0.19292,0.15784,-0.0974,0.40637,-0.13248
24040831010006,24040831.0,중흥동,43.6193,1.05329,0.01056,0.14461,40.187,46.8,2.2,946325.75,1686066.47,1.25514,1.37988,0.59741,0.61974,0.14505,2.63502,1.3622
24040730010008,24040730.0,오치2동,42.5295,2.96825,0.00574,0.21544,52.262,17.4,2.3,945722.42,1688589.8,0.86141,-0.34339,0.32915,0.67748,1.23863,0.51802,2.24526
24040650010203,24040650.0,24040650,40.8918,2.56764,-0.00298,0.1691,84.703,19.5,0.6,947492.42,1688549.8,0.26972,-0.2203,-0.15619,-0.30406,1.00985,0.04942,0.5496
24040590010001,24040590.0,24040590,43.6503,3.22353,0.01409,0.13365,35.3,63.1,1.9,944309.09,1686683.13,1.26634,2.3353,0.79388,0.44653,1.38441,3.60164,2.62482
24040550020001,24040550.0,24040550,42.1609,-0.52252,-0.00263,0.15385,40.69,21.5,1.4,945499.56,1685249.8,0.72824,-0.10307,-0.13671,0.15784,-0.75485,0.62517,-0.73372
24040570021002,24040570.0,임동,43.5935,2.66011,0.01384,0.2101,38.167,21.1,0.0,944642.42,1687349.8,1.24582,-0.12652,0.77997,-0.65049,1.06266,1.1193,1.19214
24040720010014,24040720.0,24040720,43.4701,3.93419,0.02295,0.15817,50.817,24.600000000000005,1.9,946375.75,1688416.47,1.20124,0.07863,1.28701,0.44653,1.79024,1.27987,3.52378
24040570040011,24040570.0,임동,41.0074,1.06997,0.00845,0.16745,54.075,11.6,3.0,945692.42,1687149.8,0.31149,-0.68336,0.47998,1.08164,0.15458,-0.37187,1.7162
24040800020402,24040800.0,양산동,42.959,-0.43864,0.00437,0.15504,40.685,55.3,0.5,942742.42,1690149.8,1.01658,1.87811,0.2529,-0.3618,-0.70695,2.89469,-0.81585
24040650010402,24040650.0,24040650,41.874,0.92044,0.01664,0.14899,64.95,15.5,0.6,947642.42,1688049.8,0.62458,-0.45476,0.93581,-0.30406,0.06918,0.16982,0.70093
24040620010008,24040620.0,24040620,43.9104,2.11907,0.00658,0.1199,46.748,31.8,2.7,946942.42,1685789.8,1.36031,0.50066,0.3759,0.90843,0.75368,1.86097,2.03801
24040810040002,24040810.0,건국동,36.3219,-0.42704,0.00865,0.41059,29.142,38.59999999999996,1.7000000000000015,945118.35,1693905.36,-1.38133,0.89924,0.49111,0.33105,-0.70032,-0.48209,0.12184
24040680010003,24040680.0,두암2동,44.1053,3.25071,0.01106,0.14614,69.129,62.79999999999999,1.1,948342.42,1686949.8,1.43073,2.31772,0.62524,-0.01537,1.39993,3.74845,2.0098
24040640010102,24040640.0,문흥동,42.6478,2.14173,0.02003,0.21042,66.415,30.9,0.5,948542.42,1687649.8,0.90415,0.44791,1.12449,-0.3618,0.76663,1.35206,1.52932
24040730010803,24040730.0,오치2동,42.1203,2.85781,-0.00101,0.21056,43.248,42.0,0.2,945492.42,1688049.8,0.71357,1.09853,-0.04654,-0.53501,1.17556,1.8121,0.59401
24040570021701,24040570.0,임동,43.8447,3.00144,0.00781,0.15653,45.663,25.5,0.5,944592.42,1687449.8,1.33658,0.13139,0.44436,-0.3618,1.25758,1.46797,1.34014
24040670010012,24040670.0,24040670,44.9107,2.91606,0.00196,0.13677,52.462,52.5,1.8,948142.42,1686249.8,1.72171,1.71399,0.11876,0.38879,1.20882,3.4357,1.71637
24040510020003,24040510.0,용봉동,44.9784,0.18807,0.01131,0.15226,40.992,28.79999999999999,2.200000000000001,946265.5,1685680.57,1.74617,0.32482,0.63916,0.61974,-0.34905,2.07099,0.90985
24040570021301,24040570.0,임동,41.203,2.41603,0.01302,0.19531,56.912,6.8,0.0,944242.42,1687299.8,0.38216,-0.96471,0.73433,-0.65049,0.92327,-0.58255,1.00711
24040590020001,24040590.0,24040590,42.3776,2.06515,0.00581,0.15897,28.363,23.0,3.0,943353.53,1686483.13,0.80653,-0.01515,0.33304,1.08164,0.72289,0.79138,2.13757
24040620010004,24040620.0,24040620,43.2536,2.12114,0.00519,0.12902,46.421,27.199999999999992,2.3999999999999995,947159.09,1686016.47,1.12302,0.23103,0.29853,0.73522,0.75487,1.35405,1.78862
24040730010004,24040730.0,오치2동,42.8577,2.79826,0.00022,0.15833,49.291,15.5,4.2,945692.42,1688449.8,0.97998,-0.45476,0.02192,1.77449,1.14155,0.52522,2.93796
24040570020702,24040570.0,임동,42.0236,1.99571,0.03286,0.20546,40.917,3.3,0.0,944642.42,1687049.8,0.67863,-1.16986,1.83857,-0.65049,0.68324,-0.49123,1.87132
24040570021001,24040570.0,임동,42.675,2.39463,0.01072,0.22341,43.567,12.9,0.0,944542.42,1687349.8,0.91398,-0.60716,0.60632,-0.65049,0.91105,0.30682,0.86688
24040820020103,24040820.0,신용동,40.1459,2.09409,0.00966,0.25983,21.35,16.0,0.0,942242.42,1690849.8,0.00024,-0.42545,0.54732,-0.65049,0.73942,-0.42521,0.63625
24040630010002,24040630.0,24040630,42.992,0.03586,0.00999,0.1647,72.619,25.5,1.9,948296.27,1685257.49,1.0285,0.13139,0.56569,0.44653,-0.43597,1.15989,0.57625
24040810050202,24040810.0,건국동,38.7206,-0.03912,-0.00309,0.23081,46.267,4.4,0.0,943342.42,1691649.8,-0.51471,-1.10539,-0.16231,-0.65049,-0.47879,-1.6201,-1.29159
24040810050703,24040810.0,건국동,40.1667,1.62841,0.00222,0.23912,46.72,20.1,0.0,943142.42,1691449.8,0.00775,-0.18513,0.13323,-0.65049,0.47348,-0.17738,-0.04378
24040540010001,24040540.0,우산동,44.4608,-1.61772,-0.00082,0.14399,43.947,23.300000000000008,1.6,946267.42,1684833.13,1.55917,0.00243,-0.03597,0.27331,-1.38028,1.5616,-1.14294
24040550031001,24040550.0,24040550,40.7403,-0.15376,0.02167,0.26677,31.458,30.9,0.0,944442.42,1685749.8,0.21499,0.44791,1.21577,-0.65049,-0.54426,0.6629,0.02102
24040800010003,24040800.0,양산동,42.6569,1.81776,0.0148,0.30881,36.46,21.60000000000001,0.0,943215.15,1689995.25,0.90744,-0.09721,0.8334,-0.65049,0.58162,0.81023,0.76453
24040650010601,24040650.0,24040650,41.0855,1.64592,0.0138,0.18588,76.858,19.5,0.6,947542.42,1688249.8,0.33971,-0.2203,0.77774,-0.30406,0.48348,0.11941,0.95716
24040810010304,24040810.0,건국동,38.2733,-1.2052,0.01991,0.23246,46.633,4.8,0.0,943842.42,1691549.8,-0.67631,-1.08194,1.11781,-0.65049,-1.1447,-1.75825,-0.67738
24040670010006,24040670.0,24040670,43.7853,-1.50873,-0.00741,0.13374,55.808,30.3,1.3,948309.09,1686016.47,1.31512,0.41274,-0.40275,0.1001,-1.31804,1.72786,-1.62069
24040700030001,24040700.0,삼각동,40.4924,2.06978,0.00275,0.21231,51.813,13.3,1.2,945462.42,1689889.8,0.12543,-0.58371,0.16273,0.04236,0.72554,-0.45828,0.93063
24040810010301,24040810.0,건국동,36.7766,0.03961,0.00671,0.27286,45.6,7.0,0.0,943742.42,1691749.8,-1.21705,-0.95299,0.38313,-0.65049,-0.43383,-2.17004,-0.70119
24040800030502,24040800.0,양산동,38.6801,-2.60512,-0.00988,0.15854,49.833,33.9,0.0,942942.42,1689149.8,-0.52934,0.62375,-0.54022,-0.65049,-1.94416,0.09441,-3.13487
24040700040003,24040700.0,삼각동,41.771,3.51668,0.01096,0.16163,45.215,5.2,0.9,945575.75,1689216.47,0.58737,-1.05849,0.61968,-0.13085,1.55182,-0.47112,2.04065
24040800021202,24040800.0,양산동,38.4241,-2.2349,-0.01878,0.29211,60.925,22.9,0.7,942842.42,1689549.8,-0.62183,-0.02101,-1.03557,-0.24633,-1.73274,-0.64284,-3.01464
24040590010007,24040590.0,24040590,41.272,2.85309,0.01975,0.25236,52.778,43.5,2.1,944309.09,1686949.8,0.40709,1.18645,1.10891,0.562,1.17286,1.59354,2.84377
24040730010007,24040730.0,오치2동,42.9276,2.95241,0.0011,0.17271,46.214,22.4,3.2,945779.92,1688287.3,1.00524,-0.05032,0.0709,1.19712,1.22958,0.95492,2.4976
24040660020003,24040660.0,24040660,41.1954,-0.35354,-0.00333,0.12333,50.029,37.0,3.2,946842.42,1687199.8,0.37941,0.80546,-0.17567,1.19712,-0.65835,1.18487,0.3631
24040550030003,24040550.0,24040550,43.2649,0.16965,0.00682,0.1731,35.724,28.100000000000005,1.4,945250.75,1685433.13,1.1271,0.28379,0.38926,0.15784,-0.35957,1.41089,0.18753
24040640010602,24040640.0,문흥동,42.9228,2.46006,-0.00249,0.21044,70.338,51.0,0.2,948592.42,1687349.8,1.0035,1.62606,-0.12891,-0.53501,0.94841,2.62956,0.28449
24040680020004,24040680.0,두암2동,31.4401,-0.18231,-0.01189,0.54638,174.826,42.30000000000005,2.0999999999999965,949263.15,1686554.68,-3.14508,1.11612,-0.65209,0.562,-0.56056,-2.02896,-0.65065
24040700040702,24040700.0,삼각동,41.2942,3.57633,0.00134,0.15141,47.488,39.2,0.6,945592.42,1689049.8,0.41511,0.93441,0.08425,-0.30406,1.58588,1.34952,1.36607
24040810050602,24040810.0,건국동,40.8884,2.54171,0.00362,0.1363,46.192,2.7,0.0,942942.42,1691149.8,0.2685,-1.20503,0.21115,-0.65049,0.99504,-0.93653,0.5557
24040800030303,24040800.0,양산동,37.3175,-3.03563,0.00198,0.22593,55.079,4.5,0.0,942742.42,1688949.8,-1.02163,-1.09952,0.11987,-0.65049,-2.19001,-2.12115,-2.72063
24040780010008,24040780.0,24040780,41.1469,0.03365,-0.0015,0.18872,62.571,15.3,1.9,944592.42,1690449.8,0.36189,-0.46648,-0.07381,0.44653,-0.43724,-0.10459,-0.06452
24040610020206,24040610.0,24040610,38.4192,0.81304,0.01558,0.27521,41.246,17.9,0.6,942142.42,1687149.8,-0.6236,-0.31409,0.87681,-0.30406,0.00785,-0.93769,0.5806
24040620010005,24040620.0,24040620,38.6268,-0.48756,-0.00351,0.31568,57.738,52.899999999999984,2.899999999999999,947627.03,1686926.72,-0.5486,1.73743,-0.18568,1.0239,-0.73488,1.18883,0.10334
24040820010101,24040820.0,신용동,39.3986,1.3345,-0.0016,0.20129,20.833,4.4,0.0,941742.42,1690749.8,-0.26975,-1.10539,-0.07938,-0.65049,0.30564,-1.37514,-0.42423
24040620010401,24040620.0,24040620,38.8096,-1.16576,0.01478,0.23851,46.342,48.6,0.3,947142.42,1687049.8,-0.48255,1.48539,0.83229,-0.47728,-1.12218,1.00284,-0.76717
24040600010403,24040600.0,24040600,40.7286,0.70633,0.01325,0.19325,47.775,35.7,0.4,942942.42,1687699.8,0.21076,0.72926,0.74713,-0.41954,-0.05309,0.94002,0.2745
24040831010004,24040831.0,중흥동,44.1848,1.04467,0.00651,0.14479,41.237,22.5,2.0,945992.42,1686049.8,1.45945,-0.04446,0.372,0.50426,0.14013,1.41499,1.01639
24040710010801,24040710.0,24040710,40.118,2.26609,0.00526,0.22298,59.183,12.1,0.0,944542.42,1688549.8,-0.00984,-0.65405,0.30243,-0.65049,0.83764,-0.66389,0.48958
24040710010803,24040710.0,24040710,40.4378,0.37444,0.00947,0.19188,56.292,21.6,0.0,944442.42,1688549.8,0.1057,-0.09721,0.53675,-0.65049,-0.24262,0.00849,-0.35636
24040800030202,24040800.0,양산동,38.8164,-1.54943,0.00554,0.23518,52.473,22.2,0.0,942792.42,1689149.8,-0.4801,-0.06204,0.31801,-0.65049,-1.34128,-0.54214,-1.67376
24040660020201,24040660.0,24040660,37.4712,-2.85744,-0.00087,0.23811,49.658,21.6,0.5,947042.42,1687549.8,-0.9661,-0.09721,-0.03875,-0.3618,-2.08825,-1.06331,-2.4888
24040510020004,24040510.0,용봉동,43.7992,-0.49231,0.01295,0.11914,44.073,26.800000000000004,1.8000000000000005,946631.31,1685094.24,1.32014,0.20759,0.73044,0.38879,-0.73759,1.52773,0.38164
24040610020002,24040610.0,24040610,36.4865,-1.27065,0.00059,0.34684,23.813,36.10000000000008,2.699999999999992,941083.14,1687283.93,-1.32187,0.7527,0.04251,0.90843,-1.18208,-0.56917,-0.23114
24040620010002,24040620.0,24040620,38.1796,-2.14232,-0.00656,0.26934,50.442,50.8,1.8000000000000005,947304.92,1687487.3,-0.71017,1.61434,-0.35544,0.38879,-1.67987,0.90417,-1.64652
24040590010702,24040590.0,24040590,40.7153,1.94465,0.00655,0.24214,60.9,28.0,0.5,944242.42,1687149.8,0.20596,0.27792,0.37423,-0.3618,0.65408,0.48388,0.66651
24040720010013,24040720.0,24040720,43.0924,2.54815,0.0117,0.14936,46.222,30.4,1.6999999999999995,946354.92,1688037.3,1.06478,0.4186,0.66086,0.33105,0.99872,1.48338,1.99063
24040680010501,24040680.0,두암2동,43.7368,2.78364,0.03216,0.1343,62.178,40.3,0.4,948142.42,1686999.8,1.29759,0.99889,1.79961,-0.41954,1.1332,2.29648,2.51327
24040640020001,24040640.0,문흥동,31.4204,0.89535,-0.01539,0.53137,158.624,28.899999999999903,1.3999999999999992,949427.1,1687657.91,-3.15219,0.33068,-0.84689,0.15784,0.05486,-2.82151,-0.63419
