id,left,top,right,bottom,row_index,col_index,LST20_mean,LST25_mean,dLST_mean,dNDBI_mean,SAVI20_mea,SAVI25_mea,dSAVI,DEM_mean
8394,944792.4194,1688399.8,944892.4194,1688299.8,77,54,5.396697879,8.878500998,3.48180303,0.023923924,0.157896888,0.132093895,-0.025802993,46.55645161
8395,944792.4194,1688299.8,944892.4194,1688199.8,78,54,5.226038257,8.327274084,3.101235747,0.019845418,0.175281542,0.168863854,-0.006417688,52.38333333
8396,944792.4194,1688199.8,944892.4194,1688099.8,79,54,6.010327011,7.826890141,1.816563152,-0.000211856,0.233240875,0.252847397,0.019606523,56.78333333
8397,944792.4194,1688099.8,944892.4194,1687999.8,80,54,5.051585078,7.262086153,2.210501005,-0.00204696,0.229927661,0.248502545,0.018574884,57.35
8398,944792.4194,1687999.8,944892.4194,1687899.8,81,54,4.138304989,5.929271976,1.790966948,-0.006988581,0.365998535,0.345414513,-0.020584023,51.34166667
8399,944792.4194,1687899.8,944892.4194,1687799.8,82,54,4.609172523,7.093813926,2.484641343,-0.022171986,0.405229283,0.39830788,-0.006921403,46.13333333
8400,944792.4194,1687799.8,944892.4194,1687699.8,83,54,6.116415302,9.834122419,3.717707177,0.027043082,0.258327165,0.163217499,-0.095109665,40.825
8401,944792.4194,1687699.8,944892.4194,1687599.8,84,54,7.208198031,10.95511429,3.746916314,0.005731017,0.268805116,0.16599075,-0.102814366,38.075
8402,944792.4194,1687599.8,944892.4194,1687499.8,85,54,7.693799883,11.46859467,3.774794698,0.018072791,0.194375866,0.164171513,-0.030204353,38.89166667
8403,944792.4194,1687499.8,944892.4194,1687399.8,86,54,7.882237713,11.41464814,3.532410383,0.021793293,0.13825682,0.099872378,-0.038384442,35.125
8404,944792.4194,1687399.8,944892.4194,1687299.8,87,54,8.284899513,10.59383217,2.308932662,0.006993916,0.205393023,0.181837023,-0.023556,35.55737705
8405,944792.4194,1687299.8,944892.4194,1687199.8,88,54,9.598902762,11.29886436,1.699961819,-0.004684574,0.234437206,0.113626087,-0.12081112,36.77692308
8406,944792.4194,1687199.8,944892.4194,1687099.8,89,54,10.04489493,12.2818137,2.236918658,0.013789909,0.161400055,0.113565455,-0.0478346,34.84615385
8407,944792.4194,1687099.8,944892.4194,1686999.8,90,54,8.508306861,10.80367335,2.295366406,-0.00775024,0.140896921,0.142156049,0.001259128,34.17054264
8408,944792.4194,1686999.8,944892.4194,1686899.8,91,54,7.102436215,9.387024641,2.284588389,-0.033999196,0.160670396,0.112761759,-0.047908638,31.99173554
8409,944792.4194,1686899.8,944892.4194,1686799.8,92,54,7.806186755,10.30731551,2.501128713,0.000725206,0.193559418,0.165835761,-0.027723658,30.2265625
8410,944792.4194,1686799.8,944892.4194,1686699.8,93,54,5.914550106,8.103919586,2.1893695,0.03246126,0.323241877,0.236510864,-0.086731013,33.24390244
8411,944792.4194,1686699.8,944892.4194,1686599.8,94,54,1.09143311,1.994325233,0.902892129,0.056465376,0.526743594,0.348156156,-0.178587438,44.825
8412,944792.4194,1686599.8,944892.4194,1686499.8,95,54,0.065093507,1.026332204,0.961238687,-0.00630523,0.561668029,0.532004266,-0.029663763,59.05
8413,944792.4194,1686499.8,944892.4194,1686399.8,96,54,3.008999149,5.67969805,2.670698861,-0.005252461,0.484816347,0.398083148,-0.0867332,40.65
8414,944792.4194,1686399.8,944892.4194,1686299.8,97,54,6.749858946,9.713074446,2.963215426,0.003778099,0.176270029,0.151998341,-0.024271688,32.725
8415,944792.4194,1686299.8,944892.4194,1686199.8,98,54,7.717647473,9.959500869,2.241853545,0.007910335,0.19111684,0.134832569,-0.056284271,31
8416,944792.4194,1686199.8,944892.4194,1686099.8,99,54,8.31396846,10.34148288,2.027514438,-0.011270416,0.217915152,0.192844591,-0.025070561,31.225
8417,944792.4194,1686099.8,944892.4194,1685999.8,100,54,8.842198133,10.41719407,1.574995935,-0.007553997,0.147654439,0.165724726,0.018070287,31.975
8418,944792.4194,1685999.8,944892.4194,1685899.8,101,54,9.452753146,10.37600581,0.923252697,0.00498799,0.15439608,0.136753644,-0.017642436,32.5234375
8419,944792.4194,1685899.8,944892.4194,1685799.8,102,54,9.588308732,10.02048016,0.432171269,0.010646556,0.150426893,0.14115169,-0.009275204,34.01538462
8420,944792.4194,1685799.8,944892.4194,1685699.8,103,54,9.390920699,9.284283936,-0.106636646,0.021512164,0.168981264,0.196468631,0.027487367,35.66153846
8421,944792.4194,1685699.8,944892.4194,1685599.8,104,54,11.11685252,10.08513323,-1.031719218,0.062947557,0.204023075,0.15054631,-0.053476764,34.31967213
8422,944792.4194,1685599.8,944892.4194,1685499.8,105,54,9.108465576,8.499039872,-0.609425793,0.049028506,0.188163248,0.156701843,-0.031461405,34.25
8423,944792.4194,1685499.8,944892.4194,1685399.8,106,54,6.245218245,6.894251537,0.649033362,0.041311963,0.337214313,0.300422724,-0.036791589,34.74166667
8424,944792.4194,1685399.8,944892.4194,1685299.8,107,54,4.675459528,5.830400117,1.154940561,0.01726989,0.237760477,0.18617668,-0.051583797,34.675
8425,944792.4194,1685299.8,944892.4194,1685199.8,108,54,4.3287112,4.989143777,0.66043258,-0.038980042,0.173040063,0.228896366,0.055856303,34.41666667
8426,944792.4194,1685199.8,944892.4194,1685099.8,109,54,4.132465189,5.818750078,1.686284883,-0.016102695,0.431104291,0.410976504,-0.020127787,33.99166667
8427,944792.4194,1685099.8,944892.4194,1684999.8,110,54,4.868498736,6.853919153,1.985420552,-0.019382544,0.535549163,0.308390725,-0.227158437,36.5
8478,944892.4194,1695399.8,944992.4194,1695299.8,7,55,-0.684773058,-4.374745607,-3.689972639,0.021558916,0.205527414,0.302227298,0.096699884,24.44715447
8479,944892.4194,1695299.8,944992.4194,1695199.8,8,55,0.735157917,-3.100102723,-3.83526061,0.014171505,0.353020175,0.393750734,0.040730559,23.10833333
8480,944892.4194,1695199.8,944992.4194,1695099.8,9,55,2.461737047,-0.971937654,-3.433674713,-0.027846066,0.506507872,0.568366517,0.061858645,25.76666667
8481,944892.4194,1695099.8,944992.4194,1694999.8,10,55,3.359997272,0.394858363,-2.965138882,0.005152231,0.526291913,0.518245684,-0.008046228,26.63333333
8482,944892.4194,1694999.8,944992.4194,1694899.8,11,55,5.419414441,1.32303898,-4.096375545,-0.024429999,0.538541108,0.563812453,0.025271345,26.33333333
8483,944892.4194,1694899.8,944992.4194,1694799.8,12,55,5.65834705,1.072371413,-4.585975607,-0.009987523,0.513094986,0.512603744,-0.000491242,27.19008264
8484,944892.4194,1694799.8,944992.4194,1694699.8,13,55,4.037969291,0.153310638,-3.88465862,-0.013275317,0.561400263,0.586020604,0.024620341,25.22834646
8485,944892.4194,1694699.8,944992.4194,1694599.8,14,55,0.309603475,-1.98337318,-2.292976658,-0.013053786,0.588727556,0.594025808,0.005298252,27.44354839
8486,944892.4194,1694599.8,944992.4194,1694499.8,15,55,-0.39886881,-2.680506825,-2.281638046,0.004701049,0.59282747,0.54417278,-0.04865469,25.625
8487,944892.4194,1694499.8,944992.4194,1694399.8,16,55,-0.321495401,-2.137014762,-1.815519333,-0.008915205,0.565606816,0.548720981,-0.016885835,24.825
8488,944892.4194,1694399.8,944992.4194,1694299.8,17,55,-0.0527674,-1.433124895,-1.380357484,-0.001788758,0.562384039,0.530908549,-0.031475489,24.224
8489,944892.4194,1694299.8,944992.4194,1694199.8,18,55,-1.143998879,-1.667799721,-0.523800847,0.012653759,0.597340971,0.554752701,-0.04258827,24.64615385
8490,944892.4194,1694199.8,944992.4194,1694099.8,19,55,-0.97040394,-0.947149378,0.023254559,0.001139628,0.590737795,0.551864143,-0.038873652,25.82307692
8491,944892.4194,1694099.8,944992.4194,1693999.8,20,55,1.438787699,1.831778025,0.392990346,0.001418107,0.381491075,0.370680994,-0.010810081,26.42519685
8492,944892.4194,1693999.8,944992.4194,1693899.8,21,55,3.91475747,5.205672383,1.29091485,0.023883867,0.212783528,0.237185844,0.024402316,27.54166667
8493,944892.4194,1693899.8,944992.4194,1693799.8,22,55,4.424122263,5.581584538,1.15746224,0.046996048,0.300571178,0.311437384,0.010866206,28.60833333
8494,944892.4194,1693799.8,944992.4194,1693699.8,23,55,6.611731164,7.819023132,1.207292028,0.022473347,0.449257435,0.440878244,-0.008379191,29.86666667
8495,944892.4194,1693699.8,944992.4194,1693599.8,24,55,7.60695103,7.995099401,0.388148547,-0.01488898,0.355189271,0.365713084,0.010523813,30.275
8496,944892.4194,1693599.8,944992.4194,1693499.8,25,55,3.677656473,3.413497851,-0.264158655,0.011670579,0.490420361,0.471697125,-0.018723237,31.275
8497,944892.4194,1693499.8,944992.4194,1693399.8,26,55,1.533284511,0.596348219,-0.936936289,-0.011194714,0.49504641,0.472783955,-0.022262455,31.375
8498,944892.4194,1693399.8,944992.4194,1693299.8,27,55,2.243077893,1.22971308,-1.013364831,-0.011455253,0.415599632,0.400891122,-0.01470851,31.825
8499,944892.4194,1693299.8,944992.4194,1693199.8,28,55,2.825095634,1.460449964,-1.36464565,-0.002842972,0.431400249,0.445210152,0.013809903,31.55
8500,944892.4194,1693199.8,944992.4194,1693099.8,29,55,3.597009401,1.61077709,-1.986232301,0.027155648,0.461726462,0.40385759,-0.057868872,31.89166667
8501,944892.4194,1693099.8,944992.4194,1692999.8,30,55,3.739161998,2.139096737,-1.60006528,0.006373385,0.353546242,0.325331906,-0.028214336,32.85
8502,944892.4194,1692999.8,944992.4194,1692899.8,31,55,2.512210608,1.733234266,-0.778976377,0.033012811,0.534539437,0.429540997,-0.10499844,32.45384615
8503,944892.4194,1692899.8,944992.4194,1692799.8,32,55,1.32693932,1.175834067,-0.151105249,0.007235063,0.526399082,0.439791172,-0.08660791,33.73076923
8504,944892.4194,1692799.8,944992.4194,1692699.8,33,55,1.51031857,0.915593476,-0.594725092,0.000131052,0.443963828,0.478787783,0.034823955,41.53846154
8505,944892.4194,1692699.8,944992.4194,1692599.8,34,55,-0.508502902,-1.579130764,-1.070627848,-0.011851194,0.577308259,0.564735213,-0.012573047,57.70247934
8506,944892.4194,1692599.8,944992.4194,1692499.8,35,55,-1.527310227,-2.430809567,-0.90349934,0.00479231,0.456928508,0.387621623,-0.069306886,48.04166667
8507,944892.4194,1692499.8,944992.4194,1692399.8,36,55,-1.017200406,-1.682746152,-0.665545718,0.021828016,0.37110359,0.308437144,-0.062666446,40.14166667
8508,944892.4194,1692399.8,944992.4194,1692299.8,37,55,-0.65932303,-0.682158727,-0.022835693,-0.011337545,0.592404005,0.633163771,0.040759765,56.8
8509,944892.4194,1692299.8,944992.4194,1692199.8,38,55,-1.149713953,-0.79100639,0.358707573,-0.001119627,0.587843696,0.613758522,0.025914826,72.975
8510,944892.4194,1692199.8,944992.4194,1692099.8,39,55,-0.948911231,-0.268819711,0.6800915,0.003421683,0.584888595,0.604845514,0.019956919,74.42622951
8511,944892.4194,1692099.8,944992.4194,1691999.8,40,55,-0.502806194,0.191448991,0.694255196,0.013405062,0.527872555,0.524836398,-0.003036158,77.07086614
8512,944892.4194,1691999.8,944992.4194,1691899.8,41,55,-1.305717225,-1.518376415,-0.212659156,0.009045421,0.507803345,0.513442484,0.005639139,94.22764228
8519,944892.4194,1691299.8,944992.4194,1691199.8,48,55,-1.173402749,-2.701821953,-1.528419219,-0.013939754,0.64735397,0.66726164,0.01990767,100.5666667
8520,944892.4194,1691199.8,944992.4194,1691099.8,49,55,-1.638039842,-2.720851183,-1.082811303,-0.025863502,0.592682475,0.643940606,0.05125813,102.325
8521,944892.4194,1691099.8,944992.4194,1690999.8,50,55,1.054925051,0.902650885,-0.152274129,-0.028537092,0.624689198,0.630375773,0.005686574,89.69166667
8522,944892.4194,1690999.8,944992.4194,1690899.8,51,55,2.356153905,2.4000553,0.043901381,-0.024109574,0.365914959,0.297794125,-0.068120833,81.95
8523,944892.4194,1690899.8,944992.4194,1690799.8,52,55,4.647452116,4.869593143,0.222141031,-0.043191317,0.332791063,0.245006261,-0.087784802,78.55833333
8524,944892.4194,1690799.8,944992.4194,1690699.8,53,55,4.206350374,4.463196564,0.256846205,-0.000349015,0.252625032,0.247284281,-0.005340751,69
8525,944892.4194,1690699.8,944992.4194,1690599.8,54,55,5.65123569,6.585332797,0.934097013,-0.020120043,0.50151557,0.527306735,0.025791165,65.76666667
8526,944892.4194,1690599.8,944992.4194,1690499.8,55,55,6.267080863,7.880154292,1.613073419,0.00068,0.29818296,0.289389913,-0.008793047,60.64166667
8527,944892.4194,1690499.8,944992.4194,1690399.8,56,55,5.392778357,7.206116041,1.813337644,-0.005097591,0.300864897,0.283029342,-0.017835555,61.49166667
8528,944892.4194,1690399.8,944992.4194,1690299.8,57,55,5.668456078,6.878840605,1.210384508,0.002222321,0.183265609,0.160416861,-0.022848749,62.62809917
8529,944892.4194,1690299.8,944992.4194,1690199.8,58,55,5.176439881,6.643471956,1.467032045,0.003447463,0.178468972,0.153560351,-0.02490862,60.14615385
8530,944892.4194,1690199.8,944992.4194,1690099.8,59,55,3.719715983,4.975364208,1.25564824,-0.00984596,0.21165157,0.171457341,-0.04019423,62.8
8531,944892.4194,1690099.8,944992.4194,1689999.8,60,55,3.277609468,5.167741805,1.890132427,-0.01011591,0.238906257,0.175924684,-0.062981573,64.17692308
8532,944892.4194,1689999.8,944992.4194,1689899.8,61,55,3.9941277,6.583303132,2.589175342,0.00709304,0.218644224,0.187352057,-0.031292167,61.325
8533,944892.4194,1689899.8,944992.4194,1689799.8,62,55,4.467837155,6.616326094,2.148488984,0.020356561,0.235233607,0.204404712,-0.030828895,58.1
8534,944892.4194,1689799.8,944992.4194,1689699.8,63,55,5.509419759,6.926835299,1.417415539,0.013549372,0.275790352,0.224779861,-0.051010491,54.2
8535,944892.4194,1689699.8,944992.4194,1689599.8,64,55,5.793174725,6.929259491,1.136084806,0.005446899,0.271717102,0.227513419,-0.044203684,60.225
8537,944892.4194,1689499.8,944992.4194,1689399.8,66,55,0.559790181,0.985509498,0.425719317,-0.026805436,0.591853008,0.579130963,-0.012722046,84.80487805
8538,944892.4194,1689399.8,944992.4194,1689299.8,67,55,-0.564673116,-0.365223853,0.199449284,-0.01256654,0.601024866,0.608414193,0.007389327,93.0234375
8539,944892.4194,1689299.8,944992.4194,1689199.8,68,55,0.378546875,-1.024011575,-1.402558446,-0.038005501,0.595476178,0.628870973,0.033394795,95.10743802
8540,944892.4194,1689199.8,944992.4194,1689099.8,69,55,2.205789487,0.901544193,-1.304245273,-0.021268815,0.581472966,0.599675306,0.01820234,89.1
8541,944892.4194,1689099.8,944992.4194,1688999.8,70,55,0.997120693,1.477504984,0.480384335,-0.018203743,0.57263951,0.583805816,0.011166306,83.175
8542,944892.4194,1688999.8,944992.4194,1688899.8,71,55,3.009286131,4.277693408,1.268407362,-0.00772597,0.440841706,0.423617326,-0.01722438,73.52755906
8543,944892.4194,1688899.8,944992.4194,1688799.8,72,55,3.564747651,5.016589443,1.451841712,0.000843088,0.519018564,0.457099224,-0.061919339,69.13846154
8544,944892.4194,1688799.8,944992.4194,1688699.8,73,55,4.927169581,7.294889569,2.367720018,0.00501991,0.281440614,0.215854646,-0.065585968,59.53846154
8545,944892.4194,1688699.8,944992.4194,1688599.8,74,55,4.781850815,7.799225479,3.017374694,0.013116383,0.24497931,0.202429616,-0.042549694,50.70731707
8546,944892.4194,1688599.8,944992.4194,1688499.8,75,55,6.887555043,9.724199851,2.836644789,-0.003589843,0.227392104,0.219406596,-0.007985508,48.675
8547,944892.4194,1688499.8,944992.4194,1688399.8,76,55,7.46791931,10.19493715,2.7270178,-0.063023961,0.249040861,0.183465577,-0.065575284,49.56666667
8548,944892.4194,1688399.8,944992.4194,1688299.8,77,55,6.735070795,10.06391305,3.328842252,-0.033822566,0.211406111,0.183341307,-0.028064804,44.18333333
8549,944892.4194,1688299.8,944992.4194,1688199.8,78,55,6.843387524,10.00338554,3.159998079,0.006002835,0.145087189,0.123030064,-0.022057125,47.50833333
8550,944892.4194,1688199.8,944992.4194,1688099.8,79,55,7.625831421,8.951391293,1.325559891,0.014971443,0.20140133,0.193584276,-0.007817054,54.375
8551,944892.4194,1688099.8,944992.4194,1687999.8,80,55,5.874470997,7.687933477,1.813462416,-0.004558667,0.198072562,0.196658614,-0.001413947,54.48333333
8552,944892.4194,1687999.8,944992.4194,1687899.8,81,55,3.857899825,5.805012623,1.947112868,-0.016858211,0.256190403,0.25851987,0.002329467,46.94166667
8553,944892.4194,1687899.8,944992.4194,1687799.8,82,55,5.471788645,7.687303126,2.215514541,-0.021966221,0.448500639,0.448179856,-0.000320783,43.125
8554,944892.4194,1687799.8,944992.4194,1687699.8,83,55,7.896118005,11.37009525,3.473977168,0.015368826,0.278173759,0.205277193,-0.072896566,39.95833333
8555,944892.4194,1687699.8,944992.4194,1687599.8,84,55,9.113174121,12.65641006,3.543235958,0.013162488,0.214136257,0.171475812,-0.042660444,36.68852459
8556,944892.4194,1687599.8,944992.4194,1687499.8,85,55,8.479205281,11.70630717,3.227101922,0.012991447,0.170623574,0.160171695,-0.010451879,38.29230769
8557,944892.4194,1687499.8,944992.4194,1687399.8,86,55,8.032227079,10.72202452,2.689797223,0.018933315,0.144622397,0.140141979,-0.004480419,35.96923077
8558,944892.4194,1687399.8,944992.4194,1687299.8,87,55,8.997936567,10.76503436,1.76709798,0.016418289,0.17418499,0.14169674,-0.03248825,35.5234375
8559,944892.4194,1687299.8,944992.4194,1687199.8,88,55,9.893297374,11.37920439,1.485906951,0.022553318,0.15829559,0.094563947,-0.063731642,34.85833333
8560,944892.4194,1687199.8,944992.4194,1687099.8,89,55,9.853628079,12.0841163,2.230487982,0.014346406,0.142289157,0.103964279,-0.038324878,34.6
8561,944892.4194,1687099.8,944992.4194,1686999.8,90,55,9.328275919,11.57807398,2.24979798,0.002173525,0.148389095,0.107982661,-0.040406434,33.15
8562,944892.4194,1686999.8,944992.4194,1686899.8,91,55,8.417611063,10.36125875,1.943647861,-0.019196347,0.237028251,0.199266555,-0.037761696,33.09166667
8563,944892.4194,1686899.8,944992.4194,1686799.8,92,55,9.348093589,11.35421562,2.006122023,-0.000593678,0.216466516,0.164654949,-0.051811567,31.78333333
8564,944892.4194,1686799.8,944992.4194,1686699.8,93,55,8.118745724,9.884467045,1.765721271,0.005446112,0.188810543,0.139550131,-0.049260412,32.112
8565,944892.4194,1686699.8,944992.4194,1686599.8,94,55,4.945464343,6.088390142,1.142925881,0.009514111,0.30049959,0.308558965,0.008059375,33.49606299
8566,944892.4194,1686599.8,944992.4194,1686499.8,95,55,2.030587534,3.217737675,1.18715016,0.028828456,0.473032482,0.430519609,-0.042512873,44.00833333
8567,944892.4194,1686499.8,944992.4194,1686399.8,96,55,3.431555748,5.402398388,1.97084264,-0.010672757,0.279949624,0.270004515,-0.009945109,35.38333333
8568,944892.4194,1686399.8,944992.4194,1686299.8,97,55,6.764412612,9.074289382,2.309876814,0.007695474,0.130587991,0.10072961,-0.029858381,32.175
8569,944892.4194,1686299.8,944992.4194,1686199.8,98,55,8.037828167,9.835997502,1.798169434,0.013012006,0.198093682,0.165326619,-0.032767063,31.8671875
8570,944892.4194,1686199.8,944992.4194,1686099.8,99,55,8.939582904,10.14604036,1.206457516,-0.000883055,0.233685322,0.191975602,-0.04170972,31.55384615
8571,944892.4194,1686099.8,944992.4194,1685999.8,100,55,8.950077713,10.60336626,1.653288592,-0.003756642,0.16077416,0.137893598,-0.022880562,32.93076923
8572,944892.4194,1685999.8,944992.4194,1685899.8,101,55,9.076952298,10.57786544,1.500913193,0.016888481,0.14036194,0.124250434,-0.016111506,33.51639344
8573,944892.4194,1685899.8,944992.4194,1685799.8,102,55,9.714205821,10.61382786,0.89962219,0.022884935,0.12428039,0.118048914,-0.006231477,35.15
8574,944892.4194,1685799.8,944992.4194,1685699.8,103,55,12.40158251,12.26719019,-0.134392311,0.019466455,0.229459185,0.22183767,-0.007621514,36.2
8575,944892.4194,1685699.8,944992.4194,1685599.8,104,55,10.13504397,8.846419462,-1.288624465,0.029512236,0.246095612,0.229878214,-0.016217398,34.95
8576,944892.4194,1685599.8,944992.4194,1685499.8,105,55,8.578599135,7.458436171,-1.120163025,0.059017556,0.175492125,0.175070771,-0.000421354,37.5
8577,944892.4194,1685499.8,944992.4194,1685399.8,106,55,6.450936556,6.692909797,0.241973221,0.029542417,0.249526994,0.171687134,-0.07783986,34.85
8578,944892.4194,1685399.8,944992.4194,1685299.8,107,55,4.763606985,5.548864007,0.785256984,-0.051409633,0.14950313,0.192183943,0.042680812,35.1
8579,944892.4194,1685299.8,944992.4194,1685199.8,108,55,5.45929949,5.457287014,-0.002012548,-0.073161639,0.115562617,0.240479905,0.124917288,34.125
8580,944892.4194,1685199.8,944992.4194,1685099.8,109,55,5.010268648,6.221735875,1.211467306,0.003046801,0.359183936,0.334044011,-0.025139925,33.425
8581,944892.4194,1685099.8,944992.4194,1684999.8,110,55,6.44137454,7.432322423,0.990947912,-0.015104153,0.321270583,0.288680049,-0.032590533,36.025
8632,944992.4194,1695399.8,945092.4194,1695299.8,7,56,0.458896451,-3.408602762,-3.867499232,0.011821984,0.291552927,0.318029624,0.026476697,25.625
8633,944992.4194,1695299.8,945092.4194,1695199.8,8,56,1.982706701,-1.604474798,-3.587181528,-0.024632962,0.41642441,0.531039639,0.114615229,25.34166667
8634,944992.4194,1695199.8,945092.4194,1695099.8,9,56,2.993775189,-0.247765005,-3.241540154,-0.000958661,0.560012136,0.522790991,-0.037221145,27.775
8635,944992.4194,1695099.8,945092.4194,1694999.8,10,56,4.604377896,1.458317994,-3.14605993,0.003664049,0.470500887,0.438066233,-0.032434654,26.90833333
8636,944992.4194,1694999.8,945092.4194,1694899.8,11,56,6.85526518,3.356422842,-3.498842299,0.009877697,0.340624908,0.303495575,-0.037129333,26.94166667
8637,944992.4194,1694899.8,945092.4194,1694799.8,12,56,4.515972217,0.167582067,-4.348390182,0.036829454,0.500224836,0.510374777,0.010149941,25.875
8638,944992.4194,1694799.8,945092.4194,1694699.8,13,56,2.130750358,-1.846426912,-3.977177233,0.009515438,0.606696419,0.568514209,-0.03818221,25.04166667
8639,944992.4194,1694699.8,945092.4194,1694599.8,14,56,0.190872595,-2.523776372,-2.714648962,-0.018831133,0.604441362,0.549822879,-0.054618483,25.51538462
8640,944992.4194,1694599.8,945092.4194,1694499.8,15,56,-0.220328399,-2.717511654,-2.497183263,-0.01502774,0.595342393,0.570415966,-0.024926428,25.01459854
8641,944992.4194,1694499.8,945092.4194,1694399.8,16,56,-0.064100195,-2.228964403,-2.164864197,-0.017352994,0.54962199,0.542119338,-0.007502652,25.82575758
8642,944992.4194,1694399.8,945092.4194,1694299.8,17,56,0.081035909,-0.657039003,-0.738074902,0.005674897,0.594004186,0.517088218,-0.076915968,23.952
8643,944992.4194,1694299.8,945092.4194,1694199.8,18,56,1.612001056,1.230348922,-0.381652152,0.014492865,0.432349506,0.417911354,-0.014438152,26.175
8644,944992.4194,1694199.8,945092.4194,1694099.8,19,56,2.418248514,3.388567461,0.970318926,0.025516516,0.4498348,0.427156314,-0.022678486,27.325
8645,944992.4194,1694099.8,945092.4194,1693999.8,20,56,3.953990467,6.135582622,2.181592147,0.026415281,0.275571818,0.273426004,-0.002145814,27.05
8646,944992.4194,1693999.8,945092.4194,1693899.8,21,56,6.098293018,8.394482009,2.296188911,0.014821921,0.286691048,0.298655902,0.011964854,28.05
8647,944992.4194,1693899.8,945092.4194,1693799.8,22,56,3.347348464,5.099747507,1.752399048,0.00483963,0.280306116,0.272802394,-0.007503722,28.7
8648,944992.4194,1693799.8,945092.4194,1693699.8,23,56,4.652339617,5.0612245,0.408884882,0.001042487,0.380638884,0.345756251,-0.034882634,29.675
8649,944992.4194,1693699.8,945092.4194,1693599.8,24,56,3.145675058,3.081599345,-0.06407577,-0.016571921,0.612348103,0.546375339,-0.065972765,29.3
8650,944992.4194,1693599.8,945092.4194,1693499.8,25,56,1.164636023,1.009716007,-0.154920016,0.014021559,0.386253259,0.367224461,-0.019028799,30.7
8651,944992.4194,1693499.8,945092.4194,1693399.8,26,56,-0.838896394,-1.54556717,-0.706670776,-0.009596758,0.562167311,0.548286239,-0.013881072,32.325
8652,944992.4194,1693399.8,945092.4194,1693299.8,27,56,-0.080833937,-0.955323312,-0.874489377,-0.008631202,0.586708941,0.54963463,-0.037074311,30.85245902
8653,944992.4194,1693299.8,945092.4194,1693199.8,28,56,1.425450457,0.625669784,-0.799780674,-0.008611103,0.500801293,0.464609687,-0.036191606,31.09230769
8654,944992.4194,1693199.8,945092.4194,1693099.8,29,56,3.432664315,2.571065446,-0.861598868,0.007878221,0.353553968,0.32880397,-0.024749998,32.93846154
8655,944992.4194,1693099.8,945092.4194,1692999.8,30,56,3.754255533,2.607677713,-1.14657785,0.006384045,0.405679069,0.390036767,-0.015642302,34.30769231
8656,944992.4194,1692999.8,945092.4194,1692899.8,31,56,2.321064432,1.249036657,-1.072027773,0.006428172,0.630184888,0.547358589,-0.082826299,34.01666667
8657,944992.4194,1692899.8,945092.4194,1692799.8,32,56,1.169418583,0.368326838,-0.801091743,0.012622706,0.496316554,0.415143895,-0.08117266,34.96666667
8658,944992.4194,1692799.8,945092.4194,1692699.8,33,56,0.663943439,-0.228720189,-0.892663635,-0.000595587,0.614695152,0.566773257,-0.047921895,37.83333333
8659,944992.4194,1692699.8,945092.4194,1692599.8,34,56,-1.326810097,-2.622586032,-1.295775935,0.018714943,0.275510848,0.171652132,-0.103858716,41.35
8660,944992.4194,1692599.8,945092.4194,1692499.8,35,56,-1.803054273,-3.097162197,-1.294107919,0.029765709,0.231165371,0.173838178,-0.057327193,39
8661,944992.4194,1692499.8,945092.4194,1692399.8,36,56,0.397806461,-0.040844894,-0.43865136,0.007909459,0.496544297,0.495093229,-0.001451068,45.33333333
8662,944992.4194,1692399.8,945092.4194,1692299.8,37,56,-0.827067124,-0.987562871,-0.16049577,-0.013697598,0.5935075,0.621378215,0.027870715,56.56666667
8663,944992.4194,1692299.8,945092.4194,1692199.8,38,56,-2.581769427,-2.628192127,-0.046422744,-0.009631486,0.578705579,0.586997851,0.008292273,77.6
8664,944992.4194,1692199.8,945092.4194,1692099.8,39,56,-2.862308145,-3.04252179,-0.18021368,-0.01339792,0.540447627,0.57979826,0.039350634,93.75833333
8665,944992.4194,1692099.8,945092.4194,1691999.8,40,56,-3.02305003,-3.187137008,-0.164086984,-0.011780315,0.506176556,0.560270582,0.054094026,111.425
8666,944992.4194,1691999.8,945092.4194,1691899.8,41,56,-3.029031138,-3.342218717,-0.313187586,0.001301985,0.496219064,0.527400786,0.031181722,115.0606061
8667,944992.4194,1691899.8,945092.4194,1691799.8,42,56,-3.743267934,-4.145116548,-0.401848558,0.010275397,0.485176568,0.52849609,0.043319523,126.2608696
8668,944992.4194,1691799.8,945092.4194,1691699.8,43,56,-3.767936853,-4.284445791,-0.5165088,-0.004879223,0.519393489,0.552191538,0.032798049,137.1230769
8673,944992.4194,1691299.8,945092.4194,1691199.8,48,56,-0.50794851,-2.329842821,-1.82189431,-0.019516747,0.634861756,0.647042322,0.012180566,92.68333333
8674,944992.4194,1691199.8,945092.4194,1691099.8,49,56,-1.468975842,-2.477218643,-1.008242793,-0.015664094,0.571897569,0.573795019,0.00189745,94.61666667
8675,944992.4194,1691099.8,945092.4194,1690999.8,50,56,2.039620162,1.823771589,-0.215848518,-0.004275081,0.527684484,0.490567361,-0.037117122,79.89166667
8676,944992.4194,1690999.8,945092.4194,1690899.8,51,56,2.705347382,2.680384547,-0.024962802,-0.030199582,0.304043582,0.228962059,-0.075081523,80.48333333
8677,944992.4194,1690899.8,945092.4194,1690799.8,52,56,3.938042025,4.070455611,0.132413623,-0.037582745,0.290446427,0.278004461,-0.012441967,76.36666667
