id,left,top,right,bottom,row_index,col_index,20R_mean,25R_mean,dRL_mean,dNB_mean,Abs_mean,BASE_DATE,ADM_CD,TOT_OA_CD,Elderly_Ratio,Old_housing_Ratio,SAVI,DEM
8243,944675.9156,1688099.909,944775.9156,1687999.909,80,53,4.84712 ,7.37324 ,2.52613 ,0.02939 ,40.95022 ,20250630 ,24040570 ,24040570010201 ,23.90000 ,0.50000 ,0.19775834,62.35
9292,945375.9156,1690999.909,945475.9156,1690899.909,51,60,4.84753 ,5.99083 ,1.14329 ,0.00179 ,39.56780 ,20250630 ,24040780 ,24040780011801 ,10.50000 ,0.50000 ,0.259737545,65.42774566
7651,944275.9156,1685699.909,944375.9156,1685599.909,104,49,4.86227 ,5.96123 ,1.09896 ,-0.00707 ,39.53821 ,20250630 ,24040550 ,24040550030803 ,27.10000 ,0.00000 ,0.287110403,31.46745562
11474,946775.9156,1688399.909,946875.9156,1688299.909,77,74,4.86623 ,7.12641 ,2.26018 ,0.01223 ,40.70338 ,20250630 ,24040720 ,24040720010301 ,13.00000 ,0.00000 ,0.221819344,51.33742331
9785,945675.9156,1687899.909,945775.9156,1687799.909,82,63,4.89073 ,8.51550 ,3.62477 ,0.00844 ,42.09248 ,20250630 ,24040730 ,24040730010001 ,18.00000 ,2.60000 ,0.191385398,41.56862745
9466,945475.9156,1688999.909,945575.9156,1688899.909,71,61,4.90722 ,7.76352 ,2.85630 ,0.01644 ,41.34049 ,20250630 ,24040700 ,24040700040004 ,6.70000 ,2.10000 ,0.127750275,47.20537897
5896,943175.9156,1691799.909,943275.9156,1691699.909,43,38,4.92892 ,5.00877 ,0.07985 ,0.00959 ,38.58574 ,20250630 ,24040810 ,24040810050201 ,4.40000 ,0.00000 ,0.222374084,37.49197861
5598,942975.9156,1690799.909,943075.9156,1690699.909,53,36,4.93214 ,6.42559 ,1.49346 ,0.00589 ,40.00257 ,20250630 ,24040800 ,24040800020002 ,64.10000 ,6.70000 ,0.17156293,43.84063745
9790,945675.9156,1687399.909,945775.9156,1687299.909,87,63,4.93871 ,5.95602 ,1.01732 ,-0.00848 ,39.53300 ,20250630 ,24040570 ,24040570041401 ,14.10000 ,0.00000 ,0.26199672,46.22857143
5440,942875.9156,1691199.909,942975.9156,1691099.909,49,35,4.94462 ,7.31146 ,2.36685 ,0.00743 ,40.88844 ,20250630 ,24040810 ,24040810050602 ,2.70000 ,0.00000 ,0.141429543,45.70114943
9136,945275.9156,1691199.909,945375.9156,1691099.909,49,59,4.94512 ,5.66135 ,0.71624 ,-0.01221 ,39.23833 ,20250630 ,24040780 ,24040780011903 ,10.30000 ,0.00000 ,0.271748953,67.08974359
12252,947275.9156,1687599.909,947375.9156,1687499.909,85,79,4.95303 ,3.00294 ,-1.95009 ,-0.02734 ,36.57991 ,20250630 ,24040620 ,24040620010002 ,50.80000 ,1.80000 ,0.225698374,50.41435768
4214,942075.9156,1690599.909,942175.9156,1690499.909,55,27,4.96500 ,6.86459 ,1.89959 ,-0.00231 ,40.44157 ,20250630 ,24040820 ,24040820060204 ,3.00000 ,0.00000 ,0.215518144,21.25988701
9485,945475.9156,1687099.909,945575.9156,1686999.909,90,61,4.96681 ,7.21569 ,2.24889 ,-0.00076 ,40.79267 ,20250630 ,24040570 ,24040570040020 ,6.30000 ,3.30000 ,0.146524387,49.34821429
5743,943075.9156,1691699.909,943175.9156,1691599.909,44,37,4.98028 ,5.02864 ,0.04836 ,0.01110 ,38.60561 ,20250630 ,24040810 ,24040810050902 ,2.10000 ,0.00000 ,0.227658467,45.49425287
9621,945575.9156,1688899.909,945675.9156,1688799.909,72,62,4.99020 ,7.75927 ,2.76907 ,-0.02165 ,41.33624 ,20250630 ,24040730 ,24040730011401 ,21.50000 ,0.00000 ,0.103360068,49.29166667
10242,945975.9156,1688399.909,946075.9156,1688299.909,77,66,4.99104 ,8.70564 ,3.71460 ,0.00397 ,42.28262 ,20250630 ,24040720 ,24040720010005 ,24.90000 ,2.80000 ,0.144610831,45.14174757
9159,945275.9156,1688899.909,945375.9156,1688799.909,72,59,5.00578 ,7.23389 ,2.22811 ,0.02487 ,40.81086 ,20250630 ,24040700 ,24040700040005 ,17.70000 ,0.80000 ,0.151571956,46.91509434
13040,947775.9156,1685799.909,947875.9156,1685699.909,103,84,5.01247 ,6.36592 ,1.35345 ,-0.02978 ,39.94290 ,20250630 ,24040630 ,24040630010004 ,14.80000 ,7.00000 ,0.255032926,59.25269784
5897,943175.9156,1691699.909,943275.9156,1691599.909,44,38,5.01470 ,5.05966 ,0.04496 ,-0.00039 ,38.63664 ,20250630 ,24040810 ,24040810050204 ,4.90000 ,0.00000 ,0.224228932,46.72
4093,941975.9156,1687299.909,942075.9156,1687199.909,88,26,5.02017 ,3.66171 ,-1.35846 ,0.00267 ,37.23868 ,20250630 ,24040610 ,24040610021302 ,1.30000 ,0.00000 ,0.138668854,39.3364486
12866,947675.9156,1687799.909,947775.9156,1687699.909,83,83,5.02090 ,4.82484 ,-0.19606 ,0.02674 ,38.40182 ,20250630 ,24040650 ,24040650011001 ,29.40000 ,0.30000 ,0.2040518,59.38914027
11483,946775.9156,1687499.909,946875.9156,1687399.909,86,74,5.03639 ,4.20466 ,-0.83173 ,0.01493 ,37.78164 ,20250630 ,24040660 ,24040660020304 ,30.00000 ,0.30000 ,0.259819901,56.53012048
14419,948675.9156,1686499.909,948775.9156,1686399.909,96,93,5.04337 ,5.98409 ,0.94072 ,0.02419 ,39.56106 ,20250630 ,24040680 ,24040680020402 ,22.80000 ,0.30000 ,0.182414789,83.91411043
11491,946775.9156,1686699.909,946875.9156,1686599.909,94,74,5.05001 ,7.37054 ,2.32053 ,-0.00292 ,40.94751 ,20250630 ,24040831 ,24040831010007 ,4.20000 ,7.70000 ,0.110030089,39.02145923
11187,946575.9156,1686299.909,946675.9156,1686199.909,98,72,5.05867 ,6.67652 ,1.61785 ,-0.04875 ,40.25349 ,20250630 ,24040831 ,24040831010012 ,31.00000 ,1.70000 ,0.140540735,41.95522388
10396,946075.9156,1688399.909,946175.9156,1688299.909,77,67,5.06321 ,9.20902 ,4.14581 ,0.00181 ,42.78599 ,20250630 ,24040720 ,24040720010008 ,31.00000 ,2.00000 ,0.154304327,46.46799117
4520,942275.9156,1690799.909,942375.9156,1690699.909,53,29,5.07959 ,6.62473 ,1.54514 ,-0.01617 ,40.20170 ,20250630 ,24040820 ,24040820020003 ,5.60000 ,0.00000 ,0.176562829,20.71266541
5134,942675.9156,1690999.909,942775.9156,1690899.909,51,33,5.07961 ,6.52746 ,1.44785 ,0.01553 ,40.10443 ,20250630 ,24040810 ,24040810050401 ,5.90000 ,0.00000 ,0.189172983,55.43019481
12868,947675.9156,1687599.909,947775.9156,1687499.909,85,83,5.08963 ,5.40648 ,0.31685 ,-0.00370 ,38.98346 ,20250630 ,24040640 ,24040640011301 ,49.40000 ,0.60000 ,0.206825451,53.93037975
9140,945275.9156,1690799.909,945375.9156,1690699.909,53,59,5.09289 ,5.65970 ,0.56681 ,-0.00792 ,39.23667 ,20250630 ,24040780 ,24040780011402 ,10.90000 ,0.60000 ,0.238602621,63.74257426
14584,948775.9156,1685399.909,948875.9156,1685299.909,107,94,5.09592 ,5.05972 ,-0.03621 ,0.00538 ,38.63669 ,20250630 ,24040690 ,24040690020301 ,54.60000 ,0.20000 ,0.2624803,98.02380952
10241,945975.9156,1688499.909,946075.9156,1688399.909,76,66,5.09812 ,8.35332 ,3.25521 ,-0.00679 ,41.93030 ,20250630 ,24040720 ,24040720010701 ,27.20000 ,0.40000 ,0.20409802,49.98026316
4983,942575.9156,1690699.909,942675.9156,1690599.909,54,32,5.12973 ,3.31792 ,-1.81181 ,-0.01970 ,36.89490 ,20250630 ,24040820 ,24040820040201 ,19.70000 ,0.00000 ,0.286444687,37.93548387
6051,943275.9156,1691699.909,943375.9156,1691599.909,44,39,5.13577 ,5.14365 ,0.00788 ,-0.00220 ,38.72062 ,20250630 ,24040810 ,24040810050202 ,4.40000 ,0.00000 ,0.211008567,45.26582278
4060,941975.9156,1690599.909,942075.9156,1690499.909,55,26,5.14702 ,6.10436 ,0.95734 ,-0.01326 ,39.68134 ,20250630 ,24040820 ,24040820060202 ,4.20000 ,0.00000 ,0.219201442,19.71823204
7482,944175.9156,1687199.909,944275.9156,1687099.909,89,48,5.15493 ,7.13837 ,1.98344 ,0.01742 ,40.71535 ,20250630 ,24040590 ,24040590010702 ,28.00000 ,0.50000 ,0.228684202,56.31851852
5950,943175.9156,1686399.909,943275.9156,1686299.909,97,38,5.15565 ,5.75807 ,0.60242 ,-0.01117 ,39.33504 ,20250630 ,24040590 ,24040590020001 ,23.00000 ,3.00000 ,0.153608445,28.4075067
14583,948775.9156,1685499.909,948875.9156,1685399.909,106,94,5.15780 ,5.09221 ,-0.06558 ,0.00199 ,38.66919 ,20250630 ,24040690 ,24040690020302 ,52.80000 ,0.20000 ,0.279981567,90.81609195
9629,945575.9156,1688099.909,945675.9156,1687999.909,80,62,5.15927 ,8.03003 ,2.87076 ,0.00701 ,41.60700 ,20250630 ,24040730 ,24040730010005 ,32.30000 ,2.70000 ,0.140127936,42.20184426
4236,942075.9156,1688399.909,942175.9156,1688299.909,77,27,5.16339 ,2.05037 ,-3.11302 ,-0.01400 ,35.62734 ,20250630 ,24040610 ,24040610010204 ,13.40000 ,0.50000 ,0.311054396,30.97647059
4982,942575.9156,1690799.909,942675.9156,1690699.909,53,32,5.16526 ,4.00203 ,-1.16322 ,-0.01628 ,37.57901 ,20250630 ,24040820 ,24040820040302 ,11.90000 ,0.00000 ,0.311558906,63.35828877
5007,942575.9156,1688299.909,942675.9156,1688199.909,78,32,5.16929 ,2.80001 ,-2.36929 ,0.01357 ,36.37698 ,20250630 ,24040610 ,24040610010103 ,13.20000 ,0.60000 ,0.232876198,55.40776699
7650,944275.9156,1685799.909,944375.9156,1685699.909,103,49,5.17245 ,5.68188 ,0.50943 ,-0.02906 ,39.25886 ,20250630 ,24040550 ,24040550030802 ,23.50000 ,0.00000 ,0.336324765,29.77142857
8529,944875.9156,1690299.909,944975.9156,1690199.909,58,55,5.17644 ,6.64347 ,1.46703 ,0.00345 ,40.22045 ,20250630 ,24040780 ,24040780011501 ,12.70000 ,0.50000 ,0.177522621,59.84745763
4695,942375.9156,1688699.909,942475.9156,1688599.909,74,30,5.18459 ,0.68709 ,-4.49750 ,0.03999 ,34.26407 ,20250630 ,24040610 ,24040610010302 ,18.00000 ,0.40000 ,0.315043262,47.20547945
4249,942075.9156,1687099.909,942175.9156,1686999.909,90,27,5.20420 ,5.04978 ,-0.15442 ,0.01473 ,38.62675 ,20250630 ,24040610 ,24040610021002 ,17.80000 ,0.00000 ,0.196933739,34.59375
9620,945575.9156,1688999.909,945675.9156,1688899.909,71,62,5.22616 ,8.10365 ,2.87749 ,0.01073 ,41.68062 ,20250630 ,24040700 ,24040700040202 ,25.90000 ,0.60000 ,0.172821241,50.25233645
6827,943775.9156,1691099.909,943875.9156,1690999.909,50,44,5.23472 ,4.54259 ,-0.69212 ,-0.00475 ,38.11957 ,20250630 ,24040810 ,24040810010102 ,6.10000 ,0.00000 ,0.284919306,72.24705882
9158,945275.9156,1688999.909,945375.9156,1688899.909,71,59,5.24420 ,7.33457 ,2.09037 ,0.02893 ,40.91154 ,20250630 ,24040700 ,24040700020306 ,28.50000 ,0.40000 ,0.190181967,58.63157895
7184,943975.9156,1686199.909,944075.9156,1686099.909,99,46,5.24977 ,7.71115 ,2.46137 ,-0.00661 ,41.28812 ,20250630 ,24040550 ,24040550030302 ,21.50000 ,0.00000 ,0.231499457,28.20472441
9162,945275.9156,1688599.909,945375.9156,1688499.909,75,59,5.25449 ,7.72805 ,2.47356 ,0.01021 ,41.30503 ,20250630 ,24040730 ,24040730010002 ,7.40000 ,0.40000 ,0.135904507,41.21857143
6408,943475.9156,1686799.909,943575.9156,1686699.909,93,41,5.26196 ,9.09928 ,3.83732 ,0.01643 ,42.67625 ,20250630 ,24040590 ,24040590020002 ,22.10000 ,1.60000 ,0.117656995,30.7716263
5137,942675.9156,1690699.909,942775.9156,1690599.909,54,33,5.26488 ,3.51853 ,-1.74635 ,-0.02065 ,37.09550 ,20250630 ,24040820 ,24040820040001 ,0.00000 ,8.30000 ,0.288128436,31.43646409
12405,947375.9156,1687699.909,947475.9156,1687599.909,84,80,5.27043 ,3.65701 ,-1.61342 ,-0.00512 ,37.23398 ,20250630 ,24040660 ,24040660010302 ,13.30000 ,0.70000 ,0.208657034,59.32258065
13329,947975.9156,1687699.909,948075.9156,1687599.909,84,86,5.27532 ,7.30324 ,2.02792 ,-0.00126 ,40.88021 ,20250630 ,24040640 ,24040640010001 ,19.10000 ,2.70000 ,0.176329238,52.82426778
6050,943275.9156,1691799.909,943375.9156,1691699.909,43,39,5.28950 ,6.19962 ,0.91012 ,0.02271 ,39.77660 ,20250630 ,24040810 ,24040810050203 ,11.20000 ,0.00000 ,0.204906775,41.11034483
14719,948875.9156,1687299.909,948975.9156,1687199.909,88,95,5.29104 ,7.12171 ,1.83067 ,0.00209 ,40.69868 ,20250630 ,24040640 ,24040640020101 ,43.50000 ,0.00000 ,0.202472979,76.24390244
5750,943075.9156,1690999.909,943175.9156,1690899.909,51,37,5.29980 ,5.02521 ,0.64825 ,0.00046 ,38.60218 ,20250630 ,24040800 ,24040800010008 ,8.30000 ,4.10000 ,0.15588299,42.51053864
3599,941675.9156,1690499.909,941775.9156,1690399.909,56,23,5.34600 ,4.52503 ,-0.82097 ,-0.00113 ,38.10200 ,20250630 ,24040820 ,24040820060102 ,41.00000 ,0.00000 ,0.259468435,20.1804878
9299,945375.9156,1690299.909,945475.9156,1690199.909,58,60,5.34691 ,6.04449 ,0.69758 ,0.01761 ,39.62146 ,20250630 ,24040780 ,24040780010007 ,15.60000 ,1.80000 ,0.214486151,54.26113014
8685,944975.9156,1690099.909,945075.9156,1689999.909,60,56,5.34856 ,7.77859 ,2.43003 ,-0.01090 ,41.35556 ,20250630 ,24040780 ,24040780011701 ,11.20000 ,0.50000 ,0.170334303,60.24637681
4984,942575.9156,1690599.909,942675.9156,1690499.909,55,32,5.35036 ,3.98779 ,-1.36257 ,-0.01719 ,37.56477 ,20250630 ,24040820 ,24040820040202 ,23.70000 ,0.00000 ,0.310907774,36.70192308
5008,942575.9156,1688199.909,942675.9156,1688099.909,79,32,5.35231 ,3.33592 ,-2.01639 ,0.00539 ,36.91290 ,20250630 ,24040610 ,24040610010106 ,34.70000 ,0.40000 ,0.251209042,49.72222222
11788,946975.9156,1687799.909,947075.9156,1687699.909,83,76,5.35468 ,4.07406 ,-1.28062 ,0.01499 ,37.65104 ,20250630 ,24040660 ,24040660010401 ,19.30000 ,0.30000 ,0.147895719,57.3015873
12729,947575.9156,1686099.909,947675.9156,1685999.909,100,82,5.35771 ,7.27141 ,1.91371 ,0.02561 ,40.84839 ,20250630 ,24040630 ,24040630010005 ,24.40000 ,2.20000 ,0.221909576,57.65247472
9290,945375.9156,1691199.909,945475.9156,1691099.909,49,60,5.38549 ,6.06446 ,0.67897 ,0.00024 ,39.64143 ,20250630 ,24040780 ,24040780011901 ,13.60000 ,0.50000 ,0.332232434,65.6223176
4384,942175.9156,1688999.909,942275.9156,1688899.909,71,28,5.39392 ,1.42812 ,-3.96580 ,-0.03696 ,35.00509 ,20250630 ,24040800 ,24040800030101 ,6.00000 ,0.00000 ,0.300157563,24.33262336
5301,942775.9156,1689699.909,942875.9156,1689599.909,64,34,5.39403 ,3.43654 ,-1.95749 ,0.00033 ,37.01351 ,20250630 ,24040800 ,24040800020701 ,11.10000 ,0.60000 ,0.196352906,48.36842105
4369,942175.9156,1690499.909,942275.9156,1690399.909,56,28,5.39685 ,7.89882 ,2.50197 ,0.03189 ,41.47579 ,20250630 ,24040820 ,24040820020001 ,4.50000 ,0.00000 ,0.119749255,20.47741935
4390,942175.9156,1688399.909,942275.9156,1688299.909,77,28,5.41709 ,2.85308 ,-2.56401 ,0.01028 ,36.43006 ,20250630 ,24040610 ,24040610010202 ,16.00000 ,0.50000 ,0.277130159,41.95714286
9024,945175.9156,1686999.909,945275.9156,1686899.909,91,58,5.42556 ,6.77048 ,1.34492 ,0.00287 ,40.34745 ,20250630 ,24040570 ,24040570040019 ,24.10000 ,1.40000 ,0.138751007,40.28275862
8083,944575.9156,1688699.909,944675.9156,1688599.909,74,52,5.42640 ,7.85908 ,2.43268 ,0.02678 ,41.43605 ,20250630 ,24040710 ,24040710011102 ,37.50000 ,0.40000 ,0.164550513,60.20338983
12559,947475.9156,1687699.909,947575.9156,1687599.909,84,81,5.43164 ,3.53213 ,-1.89951 ,0.00164 ,37.10911 ,20250630 ,24040660 ,24040660010305 ,18.50000 ,0.50000 ,0.217029086,56.46153846
9138,945275.9156,1690999.909,945375.9156,1690899.909,51,59,5.44131 ,7.31825 ,1.87693 ,0.00334 ,40.89522 ,20250630 ,24040780 ,24040780011802 ,8.50000 ,0.50000 ,0.206264647,63.96774194
11030,946475.9156,1686599.909,946575.9156,1686499.909,95,71,5.44718 ,5.54237 ,0.09519 ,-0.01578 ,39.11934 ,20250630 ,24040831 ,24040831010005 ,24.60000 ,2.80000 ,0.119748362,37.32064128
8986,945175.9156,1690799.909,945275.9156,1690699.909,53,58,5.46317 ,6.34935 ,0.88618 ,-0.00106 ,39.92632 ,20250630 ,24040780 ,24040780011301 ,25.10000 ,0.00000 ,0.230167017,62.67647059
12714,947575.9156,1687599.909,947675.9156,1687499.909,85,82,5.46669 ,4.70309 ,-0.76360 ,-0.00849 ,38.28007 ,20250630 ,24040640 ,24040640011401 ,22.40000 ,0.30000 ,0.174890215,57.3622449
9791,945675.9156,1687299.909,945775.9156,1687199.909,88,63,5.47087 ,6.41259 ,0.94172 ,-0.00642 ,39.98956 ,20250630 ,24040570 ,24040570041403 ,16.00000 ,0.00000 ,0.193195749,53.47651007
9476,945475.9156,1687999.909,945575.9156,1687899.909,81,61,5.47171 ,8.56449 ,3.09279 ,-0.00452 ,42.14147 ,20250630 ,24040730 ,24040730010901 ,32.50000 ,0.30000 ,0.202375432,43.52238806
9630,945575.9156,1687999.909,945675.9156,1687899.909,81,62,5.47507 ,8.81237 ,3.33730 ,-0.00739 ,42.38935 ,20250630 ,24040730 ,24040730010903 ,37.00000 ,0.30000 ,0.259234344,43.42176871
9775,945675.9156,1688899.909,945775.9156,1688799.909,72,63,5.48429 ,8.30610 ,2.82181 ,-0.01053 ,41.88307 ,20250630 ,24040730 ,24040730010006 ,81.60000 ,0.40000 ,0.1985606,48.398
6560,943575.9156,1686999.909,943675.9156,1686899.909,91,42,5.49904 ,8.29788 ,2.79884 ,0.01368 ,41.87485 ,20250630 ,24040590 ,24040590010004 ,50.70000 ,1.60000 ,0.132898495,33.80477528
8534,944875.9156,1689799.909,944975.9156,1689699.909,63,55,5.50942 ,6.92684 ,1.41742 ,0.01268 ,40.50381 ,20250630 ,24040700 ,24040700020001 ,15.20000 ,1.30000 ,0.205362991,56.09638554
10400,946075.9156,1687999.909,946175.9156,1687899.909,81,67,5.51144 ,8.86739 ,3.35595 ,-0.00899 ,42.44437 ,20250630 ,24040720 ,24040720010401 ,9.00000 ,0.00000 ,0.080744797,42.89189189
10397,946075.9156,1688299.909,946175.9156,1688199.909,78,67,5.51221 ,9.94663 ,4.43442 ,0.00493 ,43.52361 ,20250630 ,24040720 ,24040720010016 ,28.90000 ,1.60000 ,0.17513452,46.58039216
4985,942575.9156,1690499.909,942675.9156,1690399.909,56,32,5.51693 ,5.37270 ,-0.14423 ,0.01462 ,38.94967 ,20250630 ,24040800 ,24040800021401 ,11.30000 ,0.60000 ,0.195025516,44.96794872
11341,946675.9156,1686299.909,946775.9156,1686199.909,98,73,5.53507 ,8.23718 ,2.70211 ,-0.00694 ,41.81415 ,20250630 ,24040831 ,24040831010002 ,27.80000 ,2.00000 ,0.150496811,42.35420394
9636,945575.9156,1687399.909,945675.9156,1687299.909,87,62,5.53844 ,6.92475 ,1.38631 ,-0.00168 ,40.50172 ,20250630 ,24040570 ,24040570040012 ,25.80000 ,1.10000 ,0.1400274,42.63432836
10857,946375.9156,1688499.909,946475.9156,1688399.909,76,70,5.54814 ,9.81722 ,4.26908 ,0.01398 ,43.39420 ,20250630 ,24040720 ,24040720010014 ,24.60000 ,1.90000 ,0.163173114,51.69465649
8684,944975.9156,1690199.909,945075.9156,1690099.909,59,56,5.55181 ,7.54024 ,1.98843 ,-0.01878 ,41.11721 ,20250630 ,24040780 ,24040780011202 ,13.30000 ,0.70000 ,0.155709899,61.79220779
11320,946675.9156,1688399.909,946775.9156,1688299.909,77,73,5.58202 ,7.37889 ,1.79686 ,0.00381 ,40.95586 ,20250630 ,24040720 ,24040720010015 ,14.20000 ,1.10000 ,0.153623452,51.9893617
9784,945675.9156,1687999.909,945775.9156,1687899.909,81,63,5.58276 ,9.04330 ,3.46054 ,0.01673 ,42.62028 ,20250630 ,24040730 ,24040730010902 ,70.60000 ,0.30000 ,0.185501807,43.61363636
9932,945775.9156,1688599.909,945875.9156,1688499.909,75,64,5.58753 ,8.38801 ,2.80049 ,-0.00250 ,41.96499 ,20250630 ,24040730 ,24040730010008 ,17.40000 ,2.30000 ,0.215579657,51.46042216
4235,942075.9156,1688499.909,942175.9156,1688399.909,76,27,5.58782 ,2.69474 ,-2.89308 ,-0.00343 ,36.27171 ,20250630 ,24040610 ,24040610010207 ,15.80000 ,0.40000 ,0.227490374,33.28658537
5749,943075.9156,1691099.909,943175.9156,1690999.909,50,37,5.59004 ,7.22996 ,1.63992 ,0.00418 ,40.80694 ,20250630 ,24040810 ,24040810010001 ,24.80000 ,2.50000 ,0.170977705,42.77108434
14107,948475.9156,1686899.909,948575.9156,1686799.909,92,91,5.59238 ,8.99509 ,3.40272 ,0.00991 ,42.57207 ,20250630 ,24040680 ,24040680020002 ,28.30000 ,1.60000 ,0.12524034,74.01626016
9321,945375.9156,1688099.909,945475.9156,1687999.909,80,60,5.59411 ,8.54151 ,2.94740 ,0.00483 ,42.11848 ,20250630 ,24040730 ,24040730010803 ,42.00000 ,0.20000 ,0.228769357,43.23300971
8237,944675.9156,1688699.909,944775.9156,1688599.909,74,53,5.59573 ,7.72549 ,2.12976 ,0.01516 ,41.30246 ,20250630 ,24040710 ,24040710011201 ,23.20000 ,0.40000 ,0.172763192,53.31395349
6364,943475.9156,1691199.909,943575.9156,1691099.909,49,41,5.59632 ,6.90678 ,1.31045 ,0.00870 ,40.48375 ,20250630 ,24040810 ,24040810010004 ,8.30000 ,3.00000 ,0.21125236,47.48834019
12265,947275.9156,1686299.909,947375.9156,1686199.909,98,79,5.60511 ,8.23050 ,2.62540 ,-0.01410 ,41.80748 ,20250630 ,24040670 ,24040670010001 ,14.70000 ,3.30000 ,0.229423068,53.94113964
13022,947775.9156,1687599.909,947875.9156,1687499.909,85,84,5.62411 ,7.59181 ,1.96770 ,0.00283 ,41.16878 ,20250630 ,24040640 ,24040640011302 ,53.90000 ,0.20000 ,0.150336638,58.44252874
8551,944875.9156,1688099.909,944975.9156,1687999.909,80,55,5.63568 ,7.56198 ,1.92630 ,-0.00854 ,41.13895 ,20250630 ,24040570 ,24040570010104 ,54.80000 ,0.00000 ,0.203875623,56.04464286
13946,948375.9156,1687599.909,948475.9156,1687499.909,85,90,5.65738 ,8.22215 ,2.56477 ,0.01796 ,41.79912 ,20250630 ,24040640 ,24040640010103 ,35.80000 ,0.90000 ,0.201425353,66.00769231
8528,944875.9156,1690399.909,944975.9156,1690299.909,57,55,5.66846 ,6.87884 ,1.21038 ,0.00222 ,40.45581 ,20250630 ,24040780 ,24040780011602 ,9.10000 ,0.40000 ,0.200514156,62.05384615
9316,945375.9156,1688599.909,945475.9156,1688499.909,75,60,5.67302 ,8.49185 ,2.81883 ,-0.00659 ,42.06883 ,20250630 ,24040730 ,24040730010601 ,22.10000 ,0.50000 ,0.153243601,44.35714286
11955,947075.9156,1686499.909,947175.9156,1686399.909,96,77,5.67399 ,7.74747 ,2.07347 ,0.00365 ,41.32444 ,20250630 ,24040831 ,24040831010702 ,13.80000 ,0.00000 ,0.163504696,49.89583333
12551,947475.9156,1688499.909,947575.9156,1688399.909,76,81,5.68204 ,8.54102 ,2.85898 ,-0.00336 ,42.11799 ,20250630 ,24040650 ,24040650010001 ,17.40000 ,1.40000 ,0.135605678,78.74501992
11637,946875.9156,1687499.909,946975.9156,1687399.909,86,75,5.70974 ,4.06173 ,-1.64800 ,0.01233 ,37.63871 ,20250630 ,24040660 ,24040660020203 ,25.60000 ,0.60000 ,0.258375528,54.65277778
5479,942875.9156,1687299.909,942975.9156,1687199.909,88,35,5.71628 ,8.06721 ,2.35093 ,0.02528 ,41.64418 ,20250630 ,24040580 ,24040580010202 ,36.00000 ,0.50000 ,0.170900495,46.56190476
12251,947275.9156,1687699.909,947375.9156,1687599.909,84,79,5.71942 ,4.18319 ,-1.53623 ,-0.00389 ,37.76017 ,20250630 ,24040660 ,24040660010301 ,18.50000 ,0.50000 ,0.211253037,53.45454545
11025,946475.9156,1687099.909,946575.9156,1686999.909,90,71,5.72920 ,5.92476 ,0.19556 ,-0.00257 ,39.50173 ,20250630 ,24040570 ,24040570040009 ,13.70000 ,3.90000 ,0.159772606,43.31555051
14101,948475.9156,1687499.909,948575.9156,1687399.909,86,91,5.73038 ,8.33067 ,2.60028 ,-0.00318 ,41.90764 ,20250630 ,24040640 ,24040640010104 ,35.20000 ,1.00000 ,0.186037726,67.54929577
4212,942075.9156,1690799.909,942175.9156,1690699.909,53,27,5.73059 ,6.65906 ,0.92847 ,0.00092 ,40.23604 ,20250630 ,24040820 ,24040820010202 ,7.30000 ,0.00000 ,0.20850205,20.0441989
9167,945275.9156,1688099.909,945375.9156,1687999.909,80,59,5.73347 ,9.55524 ,3.82178 ,0.00578 ,43.13221 ,20250630 ,24040730 ,24040730010101 ,33.10000 ,0.50000 ,0.106647633,41.17605634
12712,947575.9156,1687799.909,947675.9156,1687699.909,83,82,5.73664 ,4.00872 ,-1.72793 ,0.00697 ,37.58569 ,20250630 ,24040650 ,24040650010901 ,41.60000 ,0.80000 ,0.239300622,60.37588652
9331,945375.9156,1687099.909,945475.9156,1686999.909,90,60,5.74563 ,8.08801 ,2.34238 ,0.01361 ,41.66499 ,20250630 ,24040570 ,24040570040024 ,2.70000 ,4.30000 ,0.16938292,45.64888889
8721,944975.9156,1686499.909,945075.9156,1686399.909,96,56,5.76853 ,8.14056 ,2.37203 ,0.00926 ,41.71754 ,20250630 ,24040560 ,24040560010101 ,6.20000 ,0.00000 ,0.146478612,33.91724138
9301,945375.9156,1690099.909,945475.9156,1689999.909,60,60,5.77947 ,7.38395 ,1.60448 ,0.02434 ,40.96093 ,20250630 ,24040780 ,24040780010011 ,9.50000 ,1.70000 ,0.201538156,51.60691824
5139,942675.9156,1690499.909,942775.9156,1690399.909,56,33,5.78166 ,5.51797 ,-0.26369 ,0.00683 ,39.09494 ,20250630 ,24040800 ,24040800020008 ,23.60000 ,2.50000 ,0.15531179,40.3637455
8260,944675.9156,1686399.909,944775.9156,1686299.909,97,53,5.81887 ,8.68665 ,2.86778 ,0.01039 ,42.26362 ,20250630 ,24040560 ,24040560020201 ,65.50000 ,0.00000 ,0.159804985,33.78
5933,943175.9156,1688099.909,943275.9156,1687999.909,80,38,5.83821 ,2.27182 ,-3.56638 ,-0.05869 ,35.84880 ,20250630 ,24040600 ,24040600010601 ,7.10000 ,0.00000 ,0.196525111,48.60377358
6822,943775.9156,1691599.909,943875.9156,1691499.909,45,44,5.84871 ,4.69629 ,-1.15242 ,0.01629 ,38.27327 ,20250630 ,24040810 ,24040810010304 ,4.80000 ,0.00000 ,0.219621173,49.36231884
