id,left,top,right,bottom,row_index,col_index,20R_mean,25R_mean,dRL_mean,dNB_mean,Abs_mean,BASE_DATE,ADM_CD,TOT_OA_CD,SGIS_Maste,SGIS_Mas_1,SGIS_Mas_2,SGIS_Mas_3,JOIN_CD,JOIN_KEY
224,939475.915623063,1689199.90909134,939575.915623063,1689099.90909134,69,1,,,,,,,,,,,,,,
225,939475.915623063,1689099.90909134,939575.915623063,1688999.90909134,70,1,,,,,,,,,,,,,,
226,939475.915623063,1688999.90909134,939575.915623063,1688899.90909134,71,1,,,,,,,,,,,,,,
227,939475.915623063,1688899.90909134,939575.915623063,1688799.90909134,72,1,,,,,,,,,,,,,,
228,939475.915623063,1688799.90909134,939575.915623063,1688699.90909134,73,1,,,,,,,,,,,,,,
229,939475.915623063,1688699.90909134,939575.915623063,1688599.90909134,74,1,,,,,,,,,,,,,,
230,939475.915623063,1688599.90909134,939575.915623063,1688499.90909134,75,1,,,,,,,,,,,,,,
231,939475.915623063,1688499.90909134,939575.915623063,1688399.90909134,76,1,,,,,,,,,,,,,,
232,939475.915623063,1688399.90909134,939575.915623063,1688299.90909134,77,1,,,,,,,,,,,,,,
233,939475.915623063,1688299.90909134,939575.915623063,1688199.90909134,78,1,,,,,,,,,,,,,,
234,939475.915623063,1688199.90909134,939575.915623063,1688099.90909134,79,1,,,,,,,,,,,,,,
235,939475.915623063,1688099.90909134,939575.915623063,1687999.90909134,80,1,,,,,,,,,,,,,,
236,939475.915623063,1687999.90909134,939575.915623063,1687899.90909134,81,1,,,,,,,,,,,,,,
237,939475.915623063,1687899.90909134,939575.915623063,1687799.90909134,82,1,,,,,,,,,,,,,,
238,939475.915623063,1687799.90909134,939575.915623063,1687699.90909134,83,1,,,,,,,,,,,,,,
239,939475.915623063,1687699.90909134,939575.915623063,1687599.90909134,84,1,,,,,,,,,,,,,,
240,939475.915623063,1687599.90909134,939575.915623063,1687499.90909134,85,1,,,,,,,,,,,,,,
241,939475.915623063,1687499.90909134,939575.915623063,1687399.90909134,86,1,,,,,,,,,,,,,,
242,939475.915623063,1687399.90909134,939575.915623063,1687299.90909134,87,1,,,,,,,,,,,,,,
243,939475.915623063,1687299.90909134,939575.915623063,1687199.90909134,88,1,,,,,,,,,,,,,,
244,939475.915623063,1687199.90909134,939575.915623063,1687099.90909134,89,1,,,,,,,,,,,,,,
245,939475.915623063,1687099.90909134,939575.915623063,1686999.90909134,90,1,,,,,,,,,,,,,,
246,939475.915623063,1686999.90909134,939575.915623063,1686899.90909134,91,1,,,,,,,,,,,,,,
247,939475.915623063,1686899.90909134,939575.915623063,1686799.90909134,92,1,,,,,,,,,,,,,,
248,939475.915623063,1686799.90909134,939575.915623063,1686699.90909134,93,1,,,,,,,,,,,,,,
249,939475.915623063,1686699.90909134,939575.915623063,1686599.90909134,94,1,,,,,,,,,,,,,,
250,939475.915623063,1686599.90909134,939575.915623063,1686499.90909134,95,1,,,,,,,,,,,,,,
251,939475.915623063,1686499.90909134,939575.915623063,1686399.90909134,96,1,,,,,,,,,,,,,,
252,939475.915623063,1686399.90909134,939575.915623063,1686299.90909134,97,1,,,,,,,,,,,,,,
253,939475.915623063,1686299.90909134,939575.915623063,1686199.90909134,98,1,,,,,,,,,,,,,,
254,939475.915623063,1686199.90909134,939575.915623063,1686099.90909134,99,1,,,,,,,,,,,,,,
255,939475.915623063,1686099.90909134,939575.915623063,1685999.90909134,100,1,,,,,,,,,,,,,,
